word	opus_rank	hsk_level	pos	lccc_rank	is_foreign_name	is_foreign_score3	tier	dialog_priority
七	2328	HSK1	数	3249	0	0	C_expansion	5
市场	2329	HSK3	名	2986	0	0	C_expansion	5
改	2330	HSK2	动	897	0	0	C_expansion	5
新鲜	2331	HSK4	形	2539	0	0	C_expansion	5
进攻	2332	HSK6	动	16473	0	0	C_expansion_extra_HSK	5
全身	2333	HSK2	名	3053	0	0	C_expansion	5
耐心	2334	HSK5	形、名	2457	0	0	C_expansion_extra_HSK	5
打来	2335			20354	0	0	C_expansion_extra_HSK	5
爱人	2336	HSK2	名	3430	0	0	C_expansion	5
不愿	2337			4835	0	0	C_expansion_extra_HSK	5
聊聊	2338			2556	0	0	C_expansion_extra_HSK	5
皮肤	2339	HSK5	名	942	0	0	C_expansion_extra_HSK	5
平静	2340	HSK4	形	4956	0	0	C_expansion	5
烦	2341	HSK4	形、动	1374	0	0	C_expansion	5
王	2342	HSK4	名	1624	0	0	C_expansion	5
手中	2343			10071	0	0	C_expansion_extra_HSK	5
话题	2344	HSK3	名	1417	0	0	C_expansion	5
稍微	2345	HSK5	副	1820	0	0	C_expansion_extra_HSK	5
老是	2346	HSK2	副	2068	0	0	C_expansion	5
投降	2347	HSK7-9	动	15896	0	0	C_expansion_extra_HSK	5
眼神	2348	HSK7-9	名	1240	0	0	C_expansion_extra_HSK	5
脱掉	2349			9909	0	0	C_expansion_extra_HSK	5
砸	2350	HSK7-9	动	1346	0	0	C_expansion_extra_HSK	5
驾驶	2351	HSK5	动	9808	0	0	C_expansion_extra_HSK	5
陛下	2352			9023	0	0	C_expansion_extra_HSK	5
关注	2353	HSK3	动	359	0	0	C_expansion	5
发疯	2354			9840	0	0	C_expansion_extra_HSK	5
平常	2355	HSK2	名、形	3075	0	0	C_expansion	5
亨利	2356				1	0	X_excluded_foreign	5
晓得	2357	HSK6	动	577	0	0	C_expansion_extra_HSK	5
那次	2358			3382	0	0	C_expansion_extra_HSK	5
期间	2359	HSK4	名	3545	0	0	C_expansion	5
大事	2360	HSK5	名	3204	0	0	C_expansion_extra_HSK	5
归	2361	HSK4	动	3479	0	0	C_expansion	5
一座	2362			8179	0	0	C_expansion_extra_HSK	5
取	2363	HSK2	动	3065	0	0	C_expansion	5
塔	2364	HSK6	名	9648	0	0	C_expansion_extra_HSK	5
手术	2365	HSK4	名	3355	0	0	C_expansion	5
慢	2366	HSK1	形	1908	0	0	C_expansion	5
屁	2367			1119	0	0	C_expansion_extra_HSK	5
几分钟	2368			4528	0	0	C_expansion_extra_HSK	5
区别	2369	HSK3	名、动	1702	0	0	C_expansion	5
拿出	2370	HSK2		3912	0	0	C_expansion	5
极了	2371			6409	0	0	C_expansion_extra_HSK	5
演	2372	HSK3	动	1594	0	0	C_expansion	5
一顿	2373			1174	0	0	C_expansion_extra_HSK	5
假设	2374	HSK7-9	动、名	12151	0	0	C_expansion_extra_HSK	5
弗兰克	2375				1	0	X_excluded_foreign	5
如今	2376	HSK4	名	4404	0	0	C_expansion	5
温柔	2377	HSK7-9	形	1176	0	0	C_expansion_extra_HSK	5
老朋友	2378	HSK2		9691	0	0	C_expansion	5
诅咒	2379			3504	0	0	C_expansion_extra_HSK	5
冒	2380	HSK5	动	2452	0	0	C_expansion_extra_HSK	5
货	2381	HSK4	名	2727	0	0	C_expansion	5
打击	2382	HSK5	动	2258	0	0	C_expansion_extra_HSK	5
当初	2383	HSK3	名	1610	0	0	C_expansion	5
引擎	2384	HSK7-9	名	34278	0	0	C_expansion_extra_HSK	5
右	2385	HSK1	名	6307	0	0	C_expansion	5
犹太人	2386			44317	0	0	C_expansion_extra_HSK	5
电梯	2387	HSK4	名	3866	0	0	C_expansion	5
案件	2388	HSK7-9	名	20845	0	0	C_expansion_extra_HSK	5
把门	2389			14364	0	0	C_expansion_extra_HSK	5
指示	2390	HSK5	名、动	19187	0	0	C_expansion_extra_HSK	5
哈哈	2391	HSK3	拟声	27	0	0	C_expansion	5
断	2392	HSK3	动	2629	0	0	C_expansion	5
工厂	2393	HSK3	名	7439	0	0	C_expansion	5
肮脏	2394			15445	0	0	C_expansion_extra_HSK	5
砍	2395	HSK7-9	动	3163	0	0	C_expansion_extra_HSK	5
团队	2396	HSK6	名	3848	0	0	C_expansion_extra_HSK	5
就行	2397			1201	0	0	C_expansion_extra_HSK	5
星球	2398			8433	0	0	C_expansion_extra_HSK	5
法	2399	HSK4	名	5161	0	0	C_expansion	5
抓到	2400			10099	0	0	C_expansion_extra_HSK	5
对抗	2401	HSK6	动	16505	0	0	C_expansion_extra_HSK	5
采取	2402	HSK3	动	22019	0	0	C_expansion	5
女子	2403	HSK3	名	3175	0	0	C_expansion	5
第二个	2404			3214	0	0	C_expansion_extra_HSK	5
卡尔	2405				1	0	X_excluded_foreign	5
杯	2406	HSK1	量	3299	0	0	C_expansion	5
牛奶	2407	HSK1	名	1985	0	0	C_expansion	5
打扮	2408	HSK5	动	3590	0	0	C_expansion_extra_HSK	5
圣诞节	2409	HSK6	名	3701	0	0	C_expansion_extra_HSK	5
五年	2410			3119	0	0	C_expansion_extra_HSK	5
请原谅	2411			15739	0	0	C_expansion_extra_HSK	5
出卖	2412	HSK7-9	动	7237	0	0	C_expansion_extra_HSK	5
恋爱	2413	HSK5	动、名	961	0	0	C_expansion_extra_HSK	5
擅长	2414	HSK7-9	动	6873	0	0	C_expansion_extra_HSK	5
稍	2415	HSK5	副	7406	0	0	C_expansion_extra_HSK	5
协助	2416	HSK6	动	24769	0	0	C_expansion_extra_HSK	5
屋顶	2417	HSK7-9	名	14368	0	0	C_expansion_extra_HSK	5
每年	2418			2036	0	0	C_expansion_extra_HSK	5
佬	2419			7421	0	0	C_expansion_extra_HSK	5
著名	2420	HSK4	形	11937	0	0	C_expansion	5
偶尔	2421	HSK5	副	993	0	0	C_expansion_extra_HSK	5
可笑	2422	HSK7-9	形	5154	0	0	C_expansion_extra_HSK	5
广告	2423	HSK2	名	1415	0	0	C_expansion	5
儿	2424			846	0	0	C_expansion_extra_HSK	5
饮料	2425	HSK5	名	2799	0	0	C_expansion_extra_HSK	5
男子	2426	HSK3	名	6376	0	0	C_expansion	5
实验	2427	HSK3	动、名	3250	0	0	C_expansion	5
很长	2428			3393	0	0	C_expansion_extra_HSK	5
直升机	2429	HSK6	名	15867	0	0	C_expansion_extra_HSK	5
埋	2430	HSK6	动	3490	0	0	C_expansion_extra_HSK	5
尝尝	2431			2473	0	0	C_expansion_extra_HSK	5
好孩子	2432			3245	0	0	C_expansion_extra_HSK	5
别想	2433			3413	0	0	C_expansion_extra_HSK	5
一向	2434	HSK5	副	4129	0	0	C_expansion_extra_HSK	5
一趟	2435			2269	0	0	C_expansion_extra_HSK	5
寄	2436	HSK4	动	1116	0	0	C_expansion	5
协议	2437	HSK5	动、名		0	0	C_expansion_extra_HSK	5
情人	2438	HSK7-9	名	3300	0	0	C_expansion_extra_HSK	5
英尺	2439			77468	0	0	C_expansion_extra_HSK	5
抢劫	2440	HSK7-9	动		0	0	C_expansion_extra_HSK	5
屋子	2441	HSK3	名	6914	0	0	C_expansion	5
教会	2442			9765	0	0	C_expansion_extra_HSK	5
对象	2443	HSK3	名	691	0	0	C_expansion	5
取得	2444	HSK2	动	10493	0	0	C_expansion	5
半个	2445			1020	0	0	C_expansion_extra_HSK	5
后果	2446	HSK3	名	4998	0	0	C_expansion	5
保险	2447	HSK3	形、名	4398	0	0	C_expansion	5
地下	2448	HSK4	名	5536	0	0	C_expansion	5
天天	2449			254	0	0	C_expansion_extra_HSK	5
指望	2450	HSK7-9	动、名	4285	0	0	C_expansion_extra_HSK	5
快来	2451			1344	0	0	C_expansion_extra_HSK	5
小家伙	2452			7292	0	0	C_expansion_extra_HSK	5
一口	2453			1363	0	0	C_expansion_extra_HSK	5
从前	2454	HSK3	名	4349	0	0	C_expansion	5
返回	2455	HSK5	动	10376	0	0	C_expansion_extra_HSK	5
戒指	2456	HSK7-9	名	4623	0	0	C_expansion_extra_HSK	5
奴隶	2457	HSK7-9	名	17441	0	0	C_expansion_extra_HSK	5
保佑	2458	HSK7-9	动	3420	0	0	C_expansion_extra_HSK	5
工具	2459	HSK3	名	5039	0	0	C_expansion	5
事要	2460			13703	0	0	C_expansion_extra_HSK	5
谢谢你们	2461			7389	0	0	C_expansion_extra_HSK	5
传说	2462	HSK3	动、名	2255	0	0	C_expansion	5
女友	2463			2800	0	0	C_expansion_extra_HSK	5
农场	2464	HSK7-9	名	16294	0	0	C_expansion_extra_HSK	5
打断	2465	HSK6	动	7980	0	0	C_expansion_extra_HSK	5
坐牢	2466			13705	0	0	C_expansion_extra_HSK	5
道路	2467	HSK2	名	5128	0	0	C_expansion	5
座位	2468	HSK2	名	3947	0	0	C_expansion	5
满	2469	HSK2	形	1791	0	0	C_expansion	5
教练	2470	HSK3	名	1949	0	0	C_expansion	5
确信	2471	HSK7-9	动	27920	0	0	C_expansion_extra_HSK	5
更糟	2472			39387	0	0	C_expansion_extra_HSK	5
追求	2473	HSK4	动	2366	0	0	C_expansion	5
稳定	2474	HSK4	形	3069	0	0	C_expansion	5
探员	2475			151167	0	0	C_expansion_extra_HSK	5
消灭	2476	HSK6	动	5187	0	0	C_expansion_extra_HSK	5
能量	2477	HSK5	名	1378	0	0	C_expansion_extra_HSK	5
身	2478			3915	0	0	C_expansion_extra_HSK	5
交换	2479	HSK4	动	5469	0	0	C_expansion	5
名叫	2480			6718	0	0	C_expansion_extra_HSK	5
公开	2481	HSK3	形、动	3943	0	0	C_expansion	5
杂种	2482				0	0	C_expansion_extra_HSK	5
处于	2483	HSK4	动	5387	0	0	C_expansion	5
被捕	2484	HSK7-9	动	90504	0	0	C_expansion_extra_HSK	5
偷走	2485			10824	0	0	C_expansion_extra_HSK	5
带给	2486			3907	0	0	C_expansion_extra_HSK	5
分析	2487	HSK5	动	3401	0	0	C_expansion_extra_HSK	5
总有一天	2488			5235	0	0	C_expansion_extra_HSK	5
合法	2489	HSK3	形	9589	0	0	C_expansion	5
屎	2490				0	0	C_expansion_extra_HSK	5
警长	2491			17805	0	0	C_expansion_extra_HSK	5
一整天	2492			3958	0	0	C_expansion_extra_HSK	5
玻璃	2493	HSK5	名	3251	0	0	C_expansion_extra_HSK	5
骗人	2494	HSK7-9		1828	0	0	C_expansion_extra_HSK	5
就是说	2495	HSK6		2760	0	0	C_expansion_extra_HSK	5
发明	2496	HSK3	动、名	9354	0	0	C_expansion	5
倒霉	2497	HSK7-9		3372	0	0	C_expansion_extra_HSK	5
用于	2498	HSK5		23928	0	0	C_expansion_extra_HSK	5
这座	2499			14157	0	0	C_expansion_extra_HSK	5
判断	2500	HSK3	动、名	4733	0	0	C_expansion	5
快到	2501			2581	0	0	C_expansion_extra_HSK	5
来源	2502	HSK4	名	12117	0	0	C_expansion	5
反抗	2503	HSK6	动	8234	0	0	C_expansion_extra_HSK	5
好点	2504			1426	0	0	C_expansion_extra_HSK	5
战场	2505	HSK6	名	7394	0	0	C_expansion_extra_HSK	5
走运	2506			22762	0	0	C_expansion_extra_HSK	5
地板	2507	HSK6	名	5905	0	0	C_expansion_extra_HSK	5
开口	2508	HSK7-9		4467	0	0	C_expansion_extra_HSK	5
牧师	2509			35510	0	0	C_expansion_extra_HSK	5
收集	2510	HSK5	动	6202	0	0	C_expansion_extra_HSK	5
反	2511	HSK4	形、动、副	2721	0	0	C_expansion	5
姓	2512	HSK2	名、动	2878	0	0	C_expansion	5
绿色	2513	HSK2	名	2393	0	0	C_expansion	5
镜头	2514	HSK4	名	1812	0	0	C_expansion	5
一眼	2515	HSK7-9		1638	0	0	C_expansion_extra_HSK	5
保留	2516	HSK3	动	7249	0	0	C_expansion	5
下班	2517	HSK1		646	0	0	C_expansion	5
人能	2518			5988	0	0	C_expansion_extra_HSK	5
贱人	2519				0	0	C_expansion_extra_HSK	5
瞎	2520	HSK7-9	动、副	879	0	0	C_expansion_extra_HSK	5
整晚	2521			11817	0	0	C_expansion_extra_HSK	5
陷入	2522	HSK6	动	8626	0	0	C_expansion_extra_HSK	5
尖叫	2523			7191	0	0	C_expansion_extra_HSK	5
祝贺	2524	HSK5	动	4714	0	0	C_expansion_extra_HSK	5
成长	2525	HSK3	动	2001	0	0	C_expansion	5
山姆	2526			44035	0	1	C_expansion_extra_HSK	5
解开	2527	HSK3		12359	0	0	C_expansion	5
酷	2528	HSK6	形	3005	0	0	C_expansion_extra_HSK	5
吉米	2529				0	1	C_expansion_extra_HSK	5
闻到	2530			5588	0	0	C_expansion_extra_HSK	5
财产	2531	HSK4	名		0	0	C_expansion	5
即	2532	HSK7-9	副	4681	0	0	C_expansion_extra_HSK	5
走走	2533			1976	0	0	C_expansion_extra_HSK	5
审判	2534	HSK7-9	动	27470	0	0	C_expansion_extra_HSK	5
孤单	2535	HSK7-9	形	2900	0	0	C_expansion_extra_HSK	5
玩意儿	2536	HSK7-9	名	4465	0	0	C_expansion_extra_HSK	5
救护车	2537	HSK7-9	名		0	0	C_expansion_extra_HSK	5
一路	2538	HSK5	名、副	1492	0	0	C_expansion_extra_HSK	5
商量	2539	HSK2	动	3352	0	0	C_expansion	5
大楼	2540	HSK4		12785	0	0	C_expansion	5
此事	2541	HSK6	名	14414	0	0	C_expansion_extra_HSK	5
妈咪	2542			5172	0	0	C_expansion_extra_HSK	5
避免	2543	HSK4	动	5755	0	0	C_expansion	5
坏事	2544	HSK7-9	名	4801	0	0	C_expansion_extra_HSK	5
很久	2545			2785	0	0	C_expansion_extra_HSK	5
将要	2546	HSK5	副	23213	0	0	C_expansion_extra_HSK	5
那晚	2547			9945	0	0	C_expansion_extra_HSK	5
有权	2548			23686	0	0	C_expansion_extra_HSK	5
午饭	2549	HSK1	名	2088	0	0	C_expansion	5
第三	2550			4966	0	0	C_expansion_extra_HSK	5
转移	2551	HSK4	动	4046	0	0	C_expansion	5
修好	2552			5460	0	0	C_expansion_extra_HSK	5
称呼	2553	HSK7-9	动、名	4012	0	0	C_expansion_extra_HSK	5
头脑	2554	HSK3	名	6158	0	0	C_expansion	5
保安	2555	HSK3	名	3784	0	0	C_expansion	5
大街	2556	HSK6	名	4173	0	0	C_expansion_extra_HSK	5
敬	2557	HSK7-9	动	8332	0	0	C_expansion_extra_HSK	5
黄金	2558	HSK4	名	3287	0	0	C_expansion	5
抓紧	2559	HSK4		2774	0	0	C_expansion	5
寂寞	2560	HSK7-9	形	1115	0	0	C_expansion_extra_HSK	5
轮到	2561				0	0	C_expansion_extra_HSK	5
欺负	2562	HSK6	动	802	0	0	C_expansion_extra_HSK	5
证实	2563	HSK5	动	14960	0	0	C_expansion_extra_HSK	5
温暖	2564	HSK3	形、动	1393	0	0	C_expansion	5
尴尬	2565	HSK7-9	形	834	0	0	C_expansion_extra_HSK	5
程度	2566	HSK3	名	2710	0	0	C_expansion	5
某	2567	HSK3	代	2322	0	0	C_expansion	5
回报	2568	HSK5	动	4628	0	0	C_expansion_extra_HSK	5
华盛顿	2569				0	1	C_expansion_extra_HSK	5
嫉妒	2570	HSK7-9	动	715	0	0	C_expansion_extra_HSK	5
字幕组	2571			25608	0	0	C_expansion_extra_HSK	5
效果	2572	HSK3	名	833	0	0	C_expansion	5
大不了	2573			4369	0	0	C_expansion_extra_HSK	5
基本	2574	HSK3	形	781	0	0	C_expansion	5
下雨	2575	HSK1		505	0	0	C_expansion	5
神圣	2576	HSK7-9	形	14634	0	0	C_expansion_extra_HSK	5
墨西哥	2577			14251	0	0	C_expansion_extra_HSK	5
那有	2578			3748	0	0	C_expansion_extra_HSK	5
作家	2579	HSK2	名	8628	0	0	C_expansion	5
盒子	2580	HSK5	名	3302	0	0	C_expansion_extra_HSK	5
专门	2581	HSK3	副	1627	0	0	C_expansion	5
我敢	2582			10643	0	0	C_expansion_extra_HSK	5
有着	2583	HSK5	动	9189	0	0	C_expansion_extra_HSK	5
来不及	2584	HSK4	动	2153	0	0	C_expansion	5
本人	2585	HSK5	代	1302	0	0	C_expansion_extra_HSK	5
李	2586			3087	0	0	C_expansion_extra_HSK	5
牌	2587	HSK4	名	3423	0	0	C_expansion	5
大门	2588	HSK2	名	6112	0	0	C_expansion	5
狗屁	2589				0	0	C_expansion_extra_HSK	5
不对劲	2590			10030	0	0	C_expansion_extra_HSK	5
吵架	2591	HSK3		1837	0	0	C_expansion	5
儿童	2592	HSK4	名	4004	0	0	C_expansion	5
随着	2593	HSK5	介	7372	0	0	C_expansion_extra_HSK	5
委员会	2594	HSK7-9	名		0	0	C_expansion_extra_HSK	5
棒极了	2595			17915	0	0	C_expansion_extra_HSK	5
心灵	2596	HSK6	名	3418	0	0	C_expansion_extra_HSK	5
要不然	2597	HSK6	连	2177	0	0	C_expansion_extra_HSK	5
白天	2598	HSK1	名	888	0	0	C_expansion	5
第二次	2599			3082	0	0	C_expansion_extra_HSK	5
幸会	2600			20955	0	0	C_expansion_extra_HSK	5
死者	2601				0	0	C_expansion_extra_HSK	5
吃掉	2602			3445	0	0	C_expansion_extra_HSK	5
联邦	2603	HSK7-9	名	84763	0	0	C_expansion_extra_HSK	5
交谈	2604	HSK7-9	动	19774	0	0	C_expansion_extra_HSK	5
袋子	2605			4917	0	0	C_expansion_extra_HSK	5
领导	2606	HSK3	动、名		0	0	C_expansion	5
墙	2607	HSK2	名	4047	0	0	C_expansion	5
蛮	2608	HSK7-9	副	603	0	0	C_expansion_extra_HSK	5
乐趣	2609	HSK4	名	3338	0	0	C_expansion	5
玩得	2610			3427	0	0	C_expansion_extra_HSK	5
我想	2611			3140	0	0	C_expansion_extra_HSK	5
受害者	2612			10335	0	0	C_expansion_extra_HSK	5
糖	2613	HSK3	名	1349	0	0	C_expansion	5
诚实	2614	HSK4	形	4621	0	0	C_expansion	5
蛋	2615	HSK2	名	1784	0	0	C_expansion	5
称为	2616	HSK3		11639	0	0	C_expansion	5
拥抱	2617	HSK5	动	2819	0	0	C_expansion_extra_HSK	5
紧	2618	HSK3	形	3431	0	0	C_expansion	5
荣誉	2619	HSK7-9	名	16826	0	0	C_expansion_extra_HSK	5
开会	2620	HSK1		2213	0	0	C_expansion	5
投资	2621	HSK4	名	5803	0	0	C_expansion	5
绳子	2622	HSK7-9	名	6849	0	0	C_expansion_extra_HSK	5
会见	2623	HSK6	动	9870	0	0	C_expansion_extra_HSK	5
楼梯	2624	HSK4	名	7307	0	0	C_expansion	5
最新	2625			4422	0	0	C_expansion_extra_HSK	5
却是	2626	HSK6		5751	0	0	C_expansion_extra_HSK	5
走出	2627			7291	0	0	C_expansion_extra_HSK	5
比利	2628				0	1	C_expansion_extra_HSK	5
房	2629			3040	0	0	C_expansion_extra_HSK	5
设备	2630	HSK3	名	4936	0	0	C_expansion	5
惊人	2631	HSK6	形	8703	0	0	C_expansion_extra_HSK	5
十分钟	2632			4058	0	0	C_expansion_extra_HSK	5
深	2633	HSK3	形	1850	0	0	C_expansion	5
牙齿	2634	HSK7-9	名	2808	0	0	C_expansion_extra_HSK	5
废物	2635	HSK7-9	名		0	0	C_expansion_extra_HSK	5
经理	2636	HSK2	名	5600	0	0	C_expansion	5
要来	2637			3081	0	0	C_expansion_extra_HSK	5
降落	2638	HSK4	动	11610	0	0	C_expansion	5
中央	2639	HSK5	名		0	0	C_expansion_extra_HSK	5
后退	2640	HSK7-9	动	20306	0	0	C_expansion_extra_HSK	5
提起	2641	HSK5	动	8671	0	0	C_expansion_extra_HSK	5
一阵子	2642			6146	0	0	C_expansion_extra_HSK	5
一项	2643			8898	0	0	C_expansion_extra_HSK	5
这样的话	2644			5217	0	0	C_expansion_extra_HSK	5
队伍	2645	HSK6	名	5149	0	0	C_expansion_extra_HSK	5
裙子	2646	HSK3	名	1026	0	0	C_expansion	5
也就是说	2647	HSK7-9		10007	0	0	C_expansion_extra_HSK	5
小小的	2648			5146	0	0	C_expansion_extra_HSK	5
威尔	2649				1	0	X_excluded_foreign	5
提议	2650	HSK7-9	动、名	10949	0	0	C_expansion_extra_HSK	5
捡	2651	HSK6	动	1623	0	0	C_expansion_extra_HSK	5
蠢货	2652			12728	0	0	C_expansion_extra_HSK	5
上课	2653	HSK1		453	0	0	C_expansion	5
干脆	2654	HSK5	形、副	3127	0	0	C_expansion_extra_HSK	5
主演	2655	HSK7-9	动、名	8963	0	0	C_expansion_extra_HSK	5
智慧	2656	HSK6	名	4557	0	0	C_expansion_extra_HSK	5
单位	2657	HSK2	名	1180	0	0	C_expansion	5
要不是	2658	HSK7-9	连	3063	0	0	C_expansion_extra_HSK	5
很久以前	2659			11002	0	0	C_expansion_extra_HSK	5
泡	2660	HSK6	动、名	1352	0	0	C_expansion_extra_HSK	5
制服	2661	HSK7-9	名	6036	0	0	C_expansion_extra_HSK	5
上尉	2662			105583	0	0	C_expansion_extra_HSK	5
用不着	2663	HSK5	动	7763	0	0	C_expansion_extra_HSK	5
地面	2664	HSK4	名	9089	0	0	C_expansion	5
开除	2665	HSK7-9	动	10037	0	0	C_expansion_extra_HSK	5
祝福	2666	HSK4	动	621	0	0	C_expansion	5
事故	2667	HSK3	名	7866	0	0	C_expansion	5
报导	2668			66739	0	0	C_expansion_extra_HSK	5
海滩	2669	HSK7-9	名	9682	0	0	C_expansion_extra_HSK	5
当年	2670	HSK5	名	1523	0	0	C_expansion_extra_HSK	5
职责	2671	HSK6	名	20992	0	0	C_expansion_extra_HSK	5
描述	2672	HSK4	动	4300	0	0	C_expansion	5
员工	2673	HSK3	名	4319	0	0	C_expansion	5
神经病	2674				0	0	C_expansion_extra_HSK	5
八	2675	HSK1	数	2776	0	0	C_expansion	5
平时	2676	HSK2	名	814	0	0	C_expansion	5
手段	2677	HSK5	名	8943	0	0	C_expansion_extra_HSK	5
很酷	2678			4789	0	0	C_expansion_extra_HSK	5
一本	2679			2459	0	0	C_expansion_extra_HSK	5
克里斯	2680				1	0	X_excluded_foreign	5
吸	2681	HSK4	动	3584	0	0	C_expansion	5
那就好	2682			1195	0	0	C_expansion_extra_HSK	5
威廉	2683				1	0	X_excluded_foreign	5
有何	2684			9378	0	0	C_expansion_extra_HSK	5
岛	2685	HSK6	名	4390	0	0	C_expansion_extra_HSK	5
慢慢来	2686	HSK7-9		1818	0	0	C_expansion_extra_HSK	5
以外	2687	HSK2	名	5782	0	0	C_expansion	5
适应	2688	HSK3	动	1963	0	0	C_expansion	5
强烈	2689	HSK3	形	4249	0	0	C_expansion	5
只想	2690			2401	0	0	C_expansion_extra_HSK	5
海	2691	HSK2	名	3150	0	0	C_expansion	5
没人能	2692			11879	0	0	C_expansion_extra_HSK	5
空中	2693	HSK5	名	10649	0	0	C_expansion_extra_HSK	5
高级	2694	HSK2	形	2389	0	0	C_expansion	5
没来	2695			2376	0	0	C_expansion_extra_HSK	5
快速	2696	HSK3	形	6385	0	0	C_expansion	5
老妈	2697			2855	0	0	C_expansion_extra_HSK	5
成熟	2698	HSK3	形	1461	0	0	C_expansion	5
听著	2699				0	0	C_expansion_extra_HSK	5
喝杯	2700			7174	0	0	C_expansion_extra_HSK	5
血液	2701	HSK6	名		0	0	C_expansion_extra_HSK	5
闭上	2702			20844	0	0	C_expansion_extra_HSK	5
丹尼	2703				1	0	X_excluded_foreign	5
转过	2704			8413	0	0	C_expansion_extra_HSK	5
商店	2705	HSK1	名	7918	0	0	C_expansion	5
真心	2706	HSK7-9	名	590	0	0	C_expansion_extra_HSK	5
之下	2707	HSK5	名	10923	0	0	C_expansion_extra_HSK	5
理想	2708	HSK2	名	2480	0	0	C_expansion	5
镇	2709	HSK6	动、名	6433	0	0	C_expansion_extra_HSK	5
报仇	2710	HSK7-9		11553	0	0	C_expansion_extra_HSK	5
电话号码	2711			8160	0	0	C_expansion_extra_HSK	5
印度	2712			6686	0	0	C_expansion_extra_HSK	5
起飞	2713	HSK2	动	4151	0	0	C_expansion	5
撑	2714	HSK6	动	1726	0	0	C_expansion_extra_HSK	5
可不可以	2715			2679	0	0	C_expansion_extra_HSK	5
毁掉	2716			21296	0	0	C_expansion_extra_HSK	5
同情	2717	HSK4	动	3174	0	0	C_expansion	5
学到	2718			4305	0	0	C_expansion_extra_HSK	5
才行	2719			3727	0	0	C_expansion_extra_HSK	5
手枪	2720	HSK7-9	名		0	0	C_expansion_extra_HSK	5
跟我走	2721			7093	0	0	C_expansion_extra_HSK	5
洗手间	2722	HSK1	名	14058	0	0	C_expansion	5
非法	2723	HSK7-9	形		0	0	C_expansion_extra_HSK	5
吉姆	2724				1	0	X_excluded_foreign	5
圣	2725			21003	0	0	C_expansion_extra_HSK	5
放进	2726			12507	0	0	C_expansion_extra_HSK	5
咯	2727			195	0	0	C_expansion_extra_HSK	5
甩	2728	HSK7-9	动	2186	0	0	C_expansion_extra_HSK	5
在于	2729	HSK4	动	4095	0	0	C_expansion	5
段	2730	HSK2	量	3254	0	0	C_expansion	5
姐妹	2731	HSK4	名	1899	0	0	C_expansion	5
独立	2732	HSK4	动		0	0	C_expansion	5
迷路	2733	HSK7-9		4041	0	0	C_expansion_extra_HSK	5
仪式	2734	HSK6	名	10774	0	0	C_expansion_extra_HSK	5
应	2735	HSK5	动	5727	0	0	C_expansion_extra_HSK	5
大师	2736	HSK6	名	1925	0	0	C_expansion_extra_HSK	5
作战	2737	HSK6	动	13403	0	0	C_expansion_extra_HSK	5
共同	2738	HSK3	形	4380	0	0	C_expansion	5
魔法	2739			9293	0	0	C_expansion_extra_HSK	5
神经	2740	HSK5	名		0	0	C_expansion_extra_HSK	5
强壮	2741	HSK6	形、动	9103	0	0	C_expansion_extra_HSK	5
角度	2742	HSK2	名	1570	0	0	C_expansion	5
一瓶	2743			2331	0	0	C_expansion_extra_HSK	5
当地	2744	HSK3	名	4804	0	0	C_expansion	5
风险	2745	HSK3	名	6691	0	0	C_expansion	5
从小	2746	HSK2	副	2176	0	0	C_expansion	5
天呐	2747			2863	0	0	C_expansion_extra_HSK	5
本事	2748	HSK3	名	1815	0	0	C_expansion	5
天生	2749	HSK7-9	形	2957	0	0	C_expansion_extra_HSK	5
警局	2750			30023	0	0	C_expansion_extra_HSK	5
搜查	2751	HSK7-9	动	84240	0	0	C_expansion_extra_HSK	5
风格	2752	HSK4	名	1377	0	0	C_expansion	5
自动	2753	HSK3	形、副	1855	0	0	C_expansion	5
媒体	2754	HSK3	名	4205	0	0	C_expansion	5
绝望	2755	HSK5		1745	0	0	C_expansion_extra_HSK	5
警察局	2756			25148	0	0	C_expansion_extra_HSK	5
吓坏	2757			8375	0	0	C_expansion_extra_HSK	5
闻	2758	HSK2	动	5400	0	0	C_expansion	5
数据	2759	HSK4	名	2966	0	0	C_expansion	5
明早	2760			2270	0	0	C_expansion_extra_HSK	5
跟上	2761	HSK7-9		6157	0	0	C_expansion_extra_HSK	5
新来	2762			8741	0	0	C_expansion_extra_HSK	5
舞	2763	HSK5	名、动	3730	0	0	C_expansion_extra_HSK	5
时期	2764	HSK6	名	4763	0	0	C_expansion_extra_HSK	5
对面	2765	HSK2	名	1662	0	0	C_expansion	5
盾	2766			27053	0	0	C_expansion_extra_HSK	5
六个	2767			4293	0	0	C_expansion_extra_HSK	5
魅力	2768	HSK7-9	名	2574	0	0	C_expansion_extra_HSK	5
人才	2769	HSK3	名	1980	0	0	C_expansion	5
呵呵	2770			172	0	0	C_expansion_extra_HSK	5
抵达	2771	HSK6	动	12747	0	0	C_expansion_extra_HSK	5
式	2772	HSK5	名	5474	0	0	C_expansion_extra_HSK	5
听过	2773			4054	0	0	C_expansion_extra_HSK	5
撤退	2774			17960	0	0	C_expansion_extra_HSK	5
商业	2775	HSK3	名	6614	0	0	C_expansion	5
赶到	2776	HSK3		10059	0	0	C_expansion	5
遵守	2777	HSK5	动	13568	0	0	C_expansion_extra_HSK	5
一架	2778			4900	0	0	C_expansion_extra_HSK	5
