word	opus_rank	hsk_level	pos	lccc_rank	is_foreign_name	is_foreign_score3	tier	dialog_priority
的	1	HSK1	助	1	0	0	A_essential	1
我	2	HSK1	代	2	0	0	A_essential	1
你	3	HSK1	代	3	0	0	A_essential	1
了	4	HSK3	动	4	0	0	A_essential	1
是	5	HSK1	动	5	0	0	A_essential	1
在	6	HSK1	动、介、副	12	0	0	A_essential	1
他	7	HSK1	代	41	0	0	A_essential	1
我们	8	HSK1	代	38	0	0	A_essential	1
吗	9	HSK1	助	17	0	0	A_essential	1
不	10	HSK1	副	7	0	0	A_essential	1
什么	11	HSK1	代	24	0	0	A_essential	1
好	12	HSK4	动	9	0	0	A_essential	1
就	13	HSK1	副	8	0	0	A_essential	1
吧	14	HSK1	助	15	0	0	A_essential	1
有	15	HSK1	动	13	0	0	A_essential	1
这	16	HSK1	代	32	0	0	A_essential	1
说	17	HSK1	动	18	0	0	A_essential	1
她	18	HSK1	代	72	0	0	A_essential	1
知道	19	HSK1	动	42	0	0	A_essential	1
都	20	HSK1	副	10	0	0	A_essential	1
去	21	HSK1	动	14	0	0	A_essential	1
要	22	HSK4	连	20	0	0	A_essential	1
很	23	HSK1	副	28	0	0	A_essential	1
他们	24	HSK1	代	170	0	0	A_essential	1
会	25	HSK2	名	48	0	0	A_essential	1
那	26	HSK2	连	21	0	0	A_essential	1
也	27	HSK1	副	11	0	0	A_essential	1
来	28	HSK1	动	36	0	0	A_essential	1
啊	29	HSK4	叹	6	0	0	A_essential	1
想	30	HSK1	动	26	0	0	A_essential	1
人	31	HSK1	名	31	0	0	A_essential	1
对	32	HSK2	介、动	45	0	0	A_essential	1
一个	33			46	0	0	A_essential_extra_HSK	1
和	34	HSK1	介、连	54	0	0	A_essential	1
没有	35	HSK1	动、副	35	0	0	A_essential	1
把	36	HSK3	量	78	0	0	A_essential	1
给	37	HSK1	动、介	37	0	0	A_essential	1
让	38	HSK2	动、介	86	0	0	A_essential	1
不是	39			33	0	0	A_essential_extra_HSK	1
做	40	HSK1	动	77	0	0	A_essential	1
你们	41	HSK1	代	65	0	0	A_essential	1
还	42	HSK1	动	16	0	0	A_essential	1
可以	43	HSK2	动	29	0	0	A_essential	1
现在	44	HSK1	名	47	0	0	A_essential	1
这个	45			57	0	0	A_essential_extra_HSK	1
到	46	HSK1	动	56	0	0	A_essential	1
怎么	47	HSK1	代	49	0	0	A_essential	1
没	48	HSK1	副、动	19	0	0	A_essential	1
呢	49	HSK1	助	23	0	0	A_essential	1
走	50	HSK1	动	104	0	0	A_essential	1
能	51	HSK1	动	61	0	0	A_essential	1
跟	52	HSK1	介、连、动	75	0	0	A_essential	1
就是	53	HSK3	连	39	0	0	A_essential	1
这样	54	HSK2	代	85	0	0	A_essential	1
这里	55	HSK1	代	335	0	0	A_essential	1
个	56	HSK1	量	74	0	0	A_essential	1
但	57	HSK2	连	184	0	0	A_essential	1
上	58	HSK1	名、动	79	0	0	A_essential	1
如果	59	HSK2	连	192	0	0	A_essential	1
被	60	HSK3	介	80	0	0	A_essential	1
看	61	HSK6	动	25	0	0	A_essential_extra_HSK	1
得	62	HSK4	动	76	0	0	A_essential	1
它	63	HSK2	代	238	0	0	A_essential	1
过	64	HSK2	助	66	0	0	A_essential	1
谁	65	HSK1	代	93	0	0	A_essential	1
不会	66			89	0	0	A_essential_extra_HSK	1
事	67	HSK1	名	226	0	0	A_essential	1
自己	68	HSK2	代	50	0	0	A_essential	1
着	69	HSK4	动	67	0	0	A_essential	1
告诉	70	HSK1	动	201	0	0	A_essential	1
为什么	71	HSK2		124	0	0	A_essential	1
不要	72	HSK2	副	73	0	0	A_essential	1
不能	73			107	0	0	A_essential_extra_HSK	1
已经	74	HSK2	副	92	0	0	A_essential	1
再	75	HSK1	副	91	0	0	A_essential	1
谢谢	76	HSK1	动	83	0	0	A_essential	1
真的	77	HSK1		62	0	0	A_essential	1
快	78	HSK1	形、副	101	0	0	A_essential	1
这是	79			289	0	0	A_essential_extra_HSK	1
这么	80	HSK2	代	59	0	0	A_essential	1
别	81	HSK4	动	179	0	0	A_essential	1
只是	82	HSK3	副、连	154	0	0	A_essential	1
先生	83	HSK1	名	2239	0	0	A_essential	1
那个	84			103	0	0	A_essential_extra_HSK	1
因为	85	HSK2	连、介	112	0	0	A_essential	1
叫	86	HSK3	介	109	0	0	A_essential	1
喜欢	87	HSK1	动	58	0	0	A_essential	1
我要	88			147	0	0	A_essential_extra_HSK	1
听	89	HSK1	动	178	0	0	A_essential	1
像	90	HSK7-9	名	194	0	0	A_essential_extra_HSK	1
还有	91	HSK1		98	0	0	A_essential	1
东西	92	HSK1	名	157	0	0	A_essential	1
又	93	HSK2	副	53	0	0	A_essential	1
找	94	HSK1	动	82	0	0	A_essential	1
需要	95	HSK3	动、名	223	0	0	A_essential	1
请	96	HSK1	动	134	0	0	A_essential	1
我会	97			331	0	0	A_essential_extra_HSK	1
里	98	HSK1	名	183	0	0	A_essential	1
时候	99	HSK1	名	64	0	0	A_essential	1
等	100	HSK2	助、名	71	0	0	A_essential	1
可能	101	HSK2	动、形、名	117	0	0	A_essential	2
从	102	HSK1	介	248	0	0	A_essential	2
这些	103	HSK1	代	393	0	0	A_essential	2
应该	104	HSK2	动	106	0	0	A_essential	2
觉得	105	HSK1	动	63	0	0	A_essential	2
但是	106	HSK2	连	113	0	0	A_essential	2
死	107	HSK3	动、形	174	0	0	A_essential	2
多	108	HSK2	副	55	0	0	A_essential	2
那么	109	HSK2	代	90	0	0	A_essential	2
一起	110	HSK1	副、名	96	0	0	A_essential	2
所以	111	HSK2	连	110	0	0	A_essential	2
为	112	HSK3	介	269	0	0	A_essential	2
一下	113			111	0	0	A_essential_extra_HSK	2
一样	114	HSK1	形	115	0	0	A_essential	2
还是	115	HSK1	副、连	52	0	0	A_essential	2
问题	116	HSK2	名	163	0	0	A_essential	2
才	117	HSK4	名	68	0	0	A_essential	2
用	118	HSK1	动	120	0	0	A_essential	2
看到	119	HSK1		99	0	0	A_essential	2
哦	120	HSK7-9	叹	51	0	0	A_essential_extra_HSK	2
开始	121	HSK3	动、名	161	0	0	A_essential	2
回来	122	HSK1		81	0	0	A_essential	2
真	123	HSK1	副、形	116	0	0	A_essential	2
孩子	124	HSK1	名	229	0	0	A_essential	2
当	125	HSK6	动	297	0	0	A_essential_extra_HSK	2
一定	126	HSK2	形、副	152	0	0	A_essential	2
看看	127			156	0	0	A_essential_extra_HSK	2
拿	128	HSK1	动	253	0	0	A_essential	2
帮	129	HSK1	动	244	0	0	A_essential	2
吃	130	HSK1	动	22	0	0	A_essential	2
而	131	HSK4	连	491	0	0	A_essential	2
当然	132	HSK3	形、副	320	0	0	A_essential	2
然后	133	HSK2	连	142	0	0	A_essential	2
地方	134	HSK4	名	236	0	0	A_essential	2
没事	135			219	0	0	A_essential_extra_HSK	2
今天	136	HSK1	名	70	0	0	A_essential	2
点	137	HSK1	量、动、名	127	0	0	A_essential	2
朋友	138	HSK1	名	155	0	0	A_essential	2
只	139	HSK3	量	175	0	0	A_essential	2
的话	140	HSK2	助	210	0	0	A_essential	2
起来	141	HSK1		146	0	0	A_essential	2
工作	142	HSK1	动、名	193	0	0	A_essential	2
不想	143			177	0	0	A_essential_extra_HSK	2
希望	144	HSK3	动、名	202	0	0	A_essential	2
中	145	HSK1	名	279	0	0	A_essential	2
时间	146	HSK1	名	132	0	0	A_essential	2
离开	147	HSK2		893	0	0	A_essential	2
一	148	HSK1	数	138	0	0	A_essential	2
一点	149			198	0	0	A_essential_extra_HSK	2
们	150			556	0	0	A_essential_extra_HSK	2
对不起	151	HSK1	动	867	0	0	A_essential	2
一直	152	HSK2	副	119	0	0	A_essential	2
将	153	HSK5	副、介	1439	0	0	A_essential_extra_HSK	2
最	154	HSK1	副	140	0	0	A_essential	2
找到	155	HSK1		404	0	0	A_essential	2
哪	156	HSK4	助	126	0	0	A_essential	2
太	157	HSK1	副	94	0	0	A_essential	2
爱	158	HSK1	动	95	0	0	A_essential	2
打	159	HSK5	介	128	0	0	A_essential_extra_HSK	2
那些	160	HSK1	代	504	0	0	A_essential	2
明白	161	HSK1	形、动	572	0	0	A_essential	2
相信	162	HSK2	动	418	0	0	A_essential	2
该	163	HSK7-9	代	323	0	0	A_essential_extra_HSK	2
出来	164	HSK1		121	0	0	A_essential	2
发生	165	HSK3	动	963	0	0	A_essential	2
大	166	HSK1	形	87	0	0	A_essential	2
所有	167	HSK2	形	697	0	0	A_essential	2
钱	168	HSK1	名	187	0	0	A_essential	2
下	169	HSK2	量	129	0	0	A_essential	2
事情	170	HSK2	名	381	0	0	A_essential	2
可	171	HSK5	副、连	231	0	0	A_essential_extra_HSK	2
哪里	172	HSK1	代	123	0	0	A_essential	2
你好	173			243	0	0	A_essential_extra_HSK	2
准备	174	HSK1	动	204	0	0	A_essential	2
更	175	HSK2	副	171	0	0	A_essential	2
带	176	HSK2	动	131	0	0	A_essential	2
那里	177	HSK1	代	440	0	0	A_essential	2
过来	178	HSK2	动	292	0	0	A_essential	2
大家	179	HSK2	代	263	0	0	A_essential	2
真是	180			242	0	0	A_essential_extra_HSK	2
天	181	HSK1	名、量	273	0	0	A_essential	2
呀	182	HSK4	助	44	0	0	A_essential	2
一切	183	HSK3	代	740	0	0	A_essential	2
有人	184	HSK2		324	0	0	A_essential	2
妈妈	185	HSK1	名	584	0	0	A_essential	2
啦	186	HSK6	助	30	0	0	A_essential_extra_HSK	2
必须	187	HSK2	副	232	0	0	A_essential	2
后	188	HSK1	名	286	0	0	A_essential	2
想要	189			407	0	0	A_essential_extra_HSK	2
不过	190	HSK2	连	122	0	0	A_essential	2
认为	191	HSK2	动	1059	0	0	A_essential	2
为了	192	HSK3	介	339	0	0	A_essential	2
意思	193	HSK2	名	277	0	0	A_essential	2
时	194	HSK3	名	473	0	0	A_essential	2
快点	195			672	0	0	A_essential_extra_HSK	2
杀	196	HSK5	动	1322	0	0	A_essential_extra_HSK	2
您	197	HSK1	代	264	0	0	A_essential	2
以为	198	HSK2	动	185	0	0	A_essential	2
嗯	199			43	0	0	A_essential_extra_HSK	2
只有	200	HSK3	连	228	0	0	A_essential	2
嘿	201	HSK7-9	叹	2009	0	0	A_essential_extra_HSK	2
也许	202	HSK2	副	918	0	0	A_essential	2
爸爸	203	HSK1	名		0	0	A_essential	2
怎么样	204	HSK2	代	412	0	0	A_essential	2
抱歉	205	HSK6	形	1924	0	0	A_essential_extra_HSK	2
这种	206			206	0	0	A_essential_extra_HSK	2
非常	207	HSK1	副	561	0	0	A_essential	2
一次	208			239	0	0	A_essential_extra_HSK	2
比	209	HSK1	介、动	130	0	0	A_essential	2
问	210	HSK1	动	189	0	0	A_essential	2
两个	211			246	0	0	A_essential_extra_HSK	2
见	212	HSK1	动	222	0	0	A_essential	2
并	213	HSK4	动	394	0	0	A_essential	2
这儿	214	HSK1	代	1367	0	0	A_essential	2
很多	215			211	0	0	A_essential_extra_HSK	2
女人	216	HSK1	名	444	0	0	A_essential	2
感觉	217	HSK2	动、名	97	0	0	A_essential	2
小	218	HSK1	形	100	0	0	A_essential	2
记得	219	HSK1	动	213	0	0	A_essential	2
妈	220	HSK1	名		0	0	A_essential	2
与	221	HSK6	介、连	618	0	0	A_essential_extra_HSK	2
不用	222	HSK1	副	225	0	0	A_essential	2
不错	223	HSK2	形	168	0	0	A_essential	2
一些	224	HSK1		586	0	0	A_essential	2
是不是	225	HSK1		125	0	0	A_essential	2
名字	226	HSK1	名	388	0	0	A_essential	2
前	227	HSK1	名	352	0	0	A_essential	2
先	228	HSK1	副	260	0	0	A_essential	2
向	229	HSK2	介、动	1000	0	0	A_essential	2
认识	230	HSK1	动、名	281	0	0	A_essential	2
发现	231	HSK2	动、名	220	0	0	A_essential	2
最后	232	HSK1	名	299	0	0	A_essential	2
担心	233	HSK4		775	0	0	A_essential	2
可是	234	HSK2	连	181	0	0	A_essential	2
不行	235	HSK2	动、形	266	0	0	A_essential	2
住	236	HSK1	动	337	0	0	A_essential	2
出去	237	HSK1		304	0	0	A_essential	2
最好	238	HSK1	副	467	0	0	A_essential	2
再见	239	HSK1	动	701	0	0	A_essential	2
任何	240	HSK3	代	1320	0	0	A_essential	2
没错	241	HSK4		718	0	0	A_essential	2
得到	242	HSK1		941	0	0	A_essential	2
有点	243			151	0	0	A_essential_extra_HSK	2
马上	244	HSK1	副	462	0	0	A_essential	2
等等	245			1399	0	0	A_essential_extra_HSK	2
干什么	246	HSK1		1533	0	0	A_essential	2
跑	247	HSK1	动	265	0	0	A_essential	2
而且	248	HSK2	连	278	0	0	A_essential	2
之前	249	HSK4	名	256	0	0	A_essential	2
继续	250	HSK3	动	353	0	0	A_essential	2
生活	251	HSK2	名、动	285	0	0	A_essential	2
世界	252	HSK3	名	470	0	0	A_essential	2
听到	253	HSK1		949	0	0	A_essential	2
高兴	254	HSK1	形	817	0	0	A_essential	2
那样	255	HSK2	代	761	0	0	A_essential	2
新	256	HSK1	形	348	0	0	A_essential	2
男人	257	HSK1	名	401	0	0	A_essential	2
过去	258	HSK3	名	356	0	0	A_essential	2
喂	259	HSK4	动	705	0	0	A_essential	2
明天	260	HSK1	名	102	0	0	A_essential	2
地	261	HSK1	名	497	0	0	A_essential	2
只要	262	HSK2	连	457	0	0	A_essential	2
到底	263	HSK3	副	537	0	0	A_essential	2
年	264	HSK1	量	284	0	0	A_essential	2
说话	265	HSK1		349	0	0	A_essential	2
干	266	HSK1	动	430	0	0	A_essential	2
多少	267	HSK1	代	261	0	0	A_essential	2
回家	268	HSK1		136	0	0	A_essential	2
干嘛	269			257	0	0	A_essential_extra_HSK	2
怎样	270	HSK2	代	642	0	0	A_essential	2
重要	271	HSK1	形	438	0	0	A_essential	2
以前	272	HSK2	名	283	0	0	A_essential	2
好像	273	HSK2	副、动	160	0	0	A_essential	2
出	274	HSK1	动	340	0	0	A_essential	2
嗨	275			534	0	0	A_essential_extra_HSK	2
正在	276	HSK1	副	760	0	0	A_essential	2
亲爱	277	HSK4	形	423	0	0	A_essential	2
小心	278	HSK2	形、动	530	0	0	A_essential	2
却	279	HSK4	副	645	0	0	A_essential	2
回去	280	HSK1		159	0	0	A_essential	2
买	281	HSK1	动	69	0	0	A_essential	2
肯定	282	HSK5	动、形	200	0	0	A_essential_extra_HSK	2
电话	283	HSK1	名	549	0	0	A_essential	2
我能	284			820	0	0	A_essential_extra_HSK	2
永远	285	HSK2	副	552	0	0	A_essential	2
我来	286			709	0	0	A_essential_extra_HSK	2
别人	287	HSK1	代	176	0	0	A_essential	2
如何	288	HSK3	代	711	0	0	A_essential	2
见到	289	HSK2		668	0	0	A_essential	2
今晚	290			392	0	0	A_essential_extra_HSK	2
或	291	HSK2	连	1468	0	0	A_essential	2
看见	292	HSK1		347	0	0	A_essential	2
没什么	293	HSK1		607	0	0	A_essential	2
父亲	294	HSK3	名	5191	0	0	A_essential	2
不到	295			240	0	0	A_essential_extra_HSK	2
之后	296	HSK4	名	434	0	0	A_essential	2
哪儿	297	HSK1	代	469	0	0	A_essential	2
怎么办	298	HSK2		408	0	0	A_essential	2
该死	299				0	0	A_essential_extra_HSK	2
嘛	300	HSK6	助	60	0	0	A_essential_extra_HSK	2
家伙	301	HSK7-9	名	3333	0	0	A_essential_extra_HSK	3
月	302	HSK1	名	197	0	0	A_essential	3
里面	303	HSK3	名	429	0	0	A_essential	3
送	304	HSK1	动	249	0	0	A_essential	3
看起来	305	HSK3		881	0	0	A_essential	3
放	306	HSK1	动	360	0	0	A_essential	3
有没有	307	HSK6		319	0	0	A_essential_extra_HSK	3
写	308	HSK1	动	258	0	0	A_essential	3
小姐	309	HSK1	名		0	0	A_essential	3
坐	310	HSK1	动	387	0	0	A_essential	3
所	311	HSK6	助	1524	0	0	A_essential_extra_HSK	3
错	312	HSK1	形、名	449	0	0	A_essential	3
噢	313			280	0	0	A_essential_extra_HSK	3
机会	314	HSK2	名	322	0	0	A_essential	3
上帝	315	HSK6	名	3880	0	0	A_essential_extra_HSK	3
儿子	316	HSK1	名	762	0	0	A_essential	3
结束	317	HSK3	动	757	0	0	A_essential	3
了解	318	HSK4	动	563	0	0	A_essential	3
还好	319			275	0	0	A_essential_extra_HSK	3
一天	320			218	0	0	A_essential_extra_HSK	3
开	321	HSK1	动	301	0	0	A_essential	3
完全	322	HSK2	形、副	503	0	0	A_essential	3
好好	323	HSK3	形、副	145	0	0	A_essential	3
办法	324	HSK2	名	448	0	0	A_essential	3
女孩	325			917	0	0	A_essential_extra_HSK	3
玩	326			108	0	0	A_essential_extra_HSK	3
决定	327	HSK3	动、名	748	0	0	A_essential	3
成为	328	HSK2	动	1264	0	0	A_essential	3
总是	329	HSK3	副	566	0	0	A_essential	3
医生	330	HSK1	名	812	0	0	A_essential	3
其他	331	HSK2	代	454	0	0	A_essential	3
行	332	HSK3	量	327	0	0	A_essential	3
进来	333	HSK1		2856	0	0	A_essential	3
情况	334	HSK3	名	522	0	0	A_essential	3
要是	335	HSK3	连	363	0	0	A_essential	3
它们	336	HSK2	代	2067	0	0	A_essential	3
晚上	337	HSK1	名	135	0	0	A_essential	3
那边	338	HSK1	代	510	0	0	A_essential	3
站	339	HSK2	动	573	0	0	A_essential	3
清楚	340	HSK2	形	736	0	0	A_essential	3
穿	341	HSK1	动	165	0	0	A_essential	3
无法	342	HSK4	动	1021	0	0	A_essential	3
喝	343	HSK1	动	205	0	0	A_essential	3
小时	344	HSK1	名	350	0	0	A_essential	3
有些	345			535	0	0	A_essential_extra_HSK	3
根本	346	HSK3	副、形、名	634	0	0	A_essential	3
警察	347	HSK3	名	1709	0	0	A_essential	3
家	348	HSK1	名、量	334	0	0	A_essential	3
拜托	349	HSK7-9	动	2585	0	0	A_essential_extra_HSK	3
不管	350	HSK4	连	547	0	0	A_essential	3
下来	351	HSK3		650	0	0	A_essential	3
看着	352			424	0	0	A_essential_extra_HSK	3
麻烦	353	HSK3	动、形	647	0	0	A_essential	3
其实	354	HSK3	副	141	0	0	A_essential	3
每个	355			611	0	0	A_essential_extra_HSK	3
怎么回事	356			2107	0	0	A_essential_extra_HSK	3
确定	357	HSK3	形、动	653	0	0	A_essential	3
或者	358	HSK2	连	446	0	0	A_essential	3
号	359	HSK1	名、量	186	0	0	A_essential	3
他妈的	360				0	0	A_essential_extra_HSK	3
进去	361	HSK1		862	0	0	A_essential	3
懂	362	HSK2	动	153	0	0	A_essential	3
漂亮	363	HSK2	形	403	0	0	A_essential	3
回	364	HSK2	量	133	0	0	A_essential	3
打电话	365	HSK1		678	0	0	A_essential	3
不好	366			167	0	0	A_essential_extra_HSK	3
搞	367	HSK5	动	439	0	0	A_essential_extra_HSK	3
弄	368	HSK2	动	465	0	0	A_essential	3
混蛋	369				0	0	A_essential_extra_HSK	3
来说	370			925	0	0	A_essential_extra_HSK	3
以后	371	HSK2	名	148	0	0	A_essential	3
美国	372				0	1	A_essential_extra_HSK	3
就要	373	HSK2	副	451	0	0	A_essential	3
连	374	HSK3	动、副	460	0	0	A_essential	3
安全	375	HSK2	形、名	1166	0	0	A_essential	3
这次	376			595	0	0	A_essential_extra_HSK	3
听说	377	HSK2	动	558	0	0	A_essential	3
完	378	HSK2	动	139	0	0	A_essential	3
话	379	HSK1	名	208	0	0	A_essential	3
以	380	HSK7-9	介、连	1143	0	0	A_essential_extra_HSK	3
还要	381			276	0	0	A_essential_extra_HSK	3
愿意	382	HSK2	动	662	0	0	A_essential	3
唯一	383	HSK5	形	1577	0	0	A_essential_extra_HSK	3
已	384	HSK3	副	749	0	0	A_essential	3
车	385	HSK1	名	508	0	0	A_essential	3
计划	386	HSK2	名、动	1105	0	0	A_essential	3
不了	387			251	0	0	A_essential_extra_HSK	3
帮助	388	HSK2	动	2590	0	0	A_essential	3
够	389	HSK2	动、副	525	0	0	A_essential	3
疯	390	HSK5	形	769	0	0	A_essential_extra_HSK	3
兄弟	391	HSK4	名	791	0	0	A_essential	3
么	392			40	0	0	A_essential_extra_HSK	3
刚才	393	HSK2	名	990	0	0	A_essential	3
注意	394	HSK3		336	0	0	A_essential	3
没关系	395	HSK1		851	0	0	A_essential	3
有个	396			627	0	0	A_essential_extra_HSK	3
睡	397	HSK1	动	84	0	0	A_essential	3
宝贝	398	HSK4	名	631	0	0	A_essential	3
关于	399	HSK4	介	2665	0	0	A_essential	3
房间	400	HSK1	名	1736	0	0	A_essential	3
害怕	401	HSK3		778	0	0	A_essential	3
如此	402	HSK5	代	853	0	0	A_essential_extra_HSK	3
那儿	403	HSK1	代	1732	0	0	A_essential	3
改变	404	HSK2	动、名	1321	0	0	A_essential	3
手	405	HSK1	名	540	0	0	A_essential	3
女儿	406	HSK1	名	991	0	0	A_essential	3
几个	407			366	0	0	A_essential_extra_HSK	3
样子	408	HSK2	名	417	0	0	A_essential	3
他会	409			2906	0	0	A_essential_extra_HSK	3
真正	410	HSK2	形	1199	0	0	A_essential	3
人们	411	HSK2	名	3480	0	0	A_essential	3
特别	412	HSK2	形、副	241	0	0	A_essential	3
甚至	413	HSK4	连	2768	0	0	A_essential	3
外面	414	HSK3	名	580	0	0	A_essential	3
变成	415	HSK2		766	0	0	A_essential	3
房子	416	HSK1	名	1030	0	0	A_essential	3
衣服	417	HSK1	名	308	0	0	A_essential	3
是因为	418			593	0	0	A_essential_extra_HSK	3
伙计	419			11640	0	0	A_essential_extra_HSK	3
忘	420	HSK1	动	419	0	0	A_essential	3
老	421	HSK2	副	215	0	0	A_essential	3
讲	422	HSK2	动	476	0	0	A_essential	3
忙	423	HSK1	形	330	0	0	A_essential	3
一种	424			649	0	0	A_essential_extra_HSK	3
救	425	HSK3	动	2147	0	0	A_essential	3
由	426	HSK3	介	3792	0	0	A_essential	3
从来	427	HSK3	副	950	0	0	A_essential	3
回到	428	HSK1	动	1252	0	0	A_essential	3
另	429	HSK6	代、副	1370	0	0	A_essential_extra_HSK	3
这边	430	HSK1	代	464	0	0	A_essential	3
出现	431	HSK2	动	741	0	0	A_essential	3
欢迎	432	HSK2	动	526	0	0	A_essential	3
保证	433	HSK3	动、名	2045	0	0	A_essential	3
接受	434	HSK2	动	764	0	0	A_essential	3
打算	435	HSK2	动、名	472	0	0	A_essential	3
别的	436	HSK1	代	559	0	0	A_essential	3
很快	437			1033	0	0	A_essential_extra_HSK	3
些	438	HSK4	量	986	0	0	A_essential	3
身上	439	HSK1	名	1006	0	0	A_essential	3
选择	440	HSK4	动、名	694	0	0	A_essential	3
关系	441	HSK3	名、动	604	0	0	A_essential	3
抓	442	HSK3	动	827	0	0	A_essential	3
整个	443	HSK3	形	1004	0	0	A_essential	3
闭嘴	444			2360	0	0	A_essential_extra_HSK	3
下去	445	HSK3		670	0	0	A_essential	3
太好了	446			1327	0	0	A_essential_extra_HSK	3
一件	447			1050	0	0	A_essential_extra_HSK	3
失去	448	HSK3	动	1804	0	0	A_essential	3
这件	449			1520	0	0	A_essential_extra_HSK	3
虽然	450	HSK2	连	402	0	0	A_essential	3
难道	451	HSK3	副	313	0	0	A_essential	3
故事	452	HSK2	名	751	0	0	A_essential	3
声音	453	HSK2	名	866	0	0	A_essential	3
那种	454			364	0	0	A_essential_extra_HSK	3
帮忙	455	HSK1		1396	0	0	A_essential	3
危险	456	HSK3	形、名	2182	0	0	A_essential	3
开心	457	HSK2	形、动	137	0	0	A_essential	3
才能	458	HSK3	名	531	0	0	A_essential	3
生命	459	HSK3	名	1688	0	0	A_essential	3
看来	460	HSK4		370	0	0	A_essential	3
保护	461	HSK3	动	1342	0	0	A_essential	3
正	462	HSK3	形	847	0	0	A_essential	3
倒	463	HSK2	动	477	0	0	A_essential	3
奇怪	464	HSK3	形	1081	0	0	A_essential	3
是否	465	HSK4	副	2012	0	0	A_essential	3
枪	466	HSK5	名	5450	0	0	A_essential_extra_HSK	3
原因	467	HSK2	名	821	0	0	A_essential	3
成功	468	HSK3	动、形	706	0	0	A_essential	3
进	469	HSK1	动	896	0	0	A_essential	3
当时	470	HSK2	名	628	0	0	A_essential	3
公司	471	HSK2	名	544	0	0	A_essential	3
至少	472	HSK3	副	930	0	0	A_essential	3
绝对	473	HSK3	副	666	0	0	A_essential	3
母亲	474	HSK3	名		0	0	A_essential	3
刚刚	475	HSK2	副	456	0	0	A_essential	3
打开	476	HSK1		1532	0	0	A_essential	3
笑	477	HSK1	动	294	0	0	A_essential	3
结婚	478	HSK3		317	0	0	A_essential	3
照顾	479	HSK2	动	723	0	0	A_essential	3
上面	480	HSK3	名	1094	0	0	A_essential	3
眼睛	481	HSK2	名	435	0	0	A_essential	3
谈谈	482			5912	0	0	A_essential_extra_HSK	3
不同	483	HSK2		801	0	0	A_essential	3
而已	484	HSK7-9	助	365	0	0	A_essential_extra_HSK	3
岁	485	HSK1	量	638	0	0	A_essential	3
她们	486	HSK1	代	780	0	0	A_essential	3
处理	487	HSK3	动、名	1843	0	0	A_essential	3
开玩笑	488	HSK1		988	0	0	A_essential	3
待	489	HSK7-9	动	882	0	0	A_essential_extra_HSK	3
只能	490	HSK2		296	0	0	A_essential	3
长官	491			39083	0	0	A_essential_extra_HSK	3
简单	492	HSK3	形	730	0	0	A_essential	3
后面	493	HSK3	名	564	0	0	A_essential	3
参加	494	HSK2	动	921	0	0	A_essential	3
第一次	495			550	0	0	A_essential_extra_HSK	3
讨厌	496	HSK5		498	0	0	A_essential_extra_HSK	3
进行	497	HSK2	动	3156	0	0	A_essential	3
各位	498	HSK3	代	3787	0	0	A_essential	3
感到	499	HSK2	动	2688	0	0	A_essential	3
曾经	500	HSK3	副	1234	0	0	A_essential	3
结果	501	HSK7-9		410	0	0	B_core_extra_HSK	3
容易	502	HSK3	形	377	0	0	B_core	3
三个	503			630	0	0	B_core_extra_HSK	3
掉	504	HSK2	动	515	0	0	B_core	3
早	505	HSK1	形	180	0	0	B_core	3
最近	506	HSK2	名	143	0	0	B_core	3
喔	507			396	0	0	B_core_extra_HSK	3
成	508	HSK6	量	610	0	0	B_core_extra_HSK	3
挺	509	HSK4	动	149	0	0	B_core	3
完成	510	HSK2		2448	0	0	B_core	3
或许	511	HSK4	副	1531	0	0	B_core	3
留下	512	HSK2		1930	0	0	B_core	3
国家	513	HSK1	名	1406	0	0	B_core	3
哇	514	HSK6	助	144	0	0	B_core_extra_HSK	3
再说	515	HSK6	动、连	601	0	0	B_core_extra_HSK	3
多久	516	HSK2	代	688	0	0	B_core	3
学校	517	HSK1	名	158	0	0	B_core	3
放在	518			1547	0	0	B_core_extra_HSK	3
不再	519	HSK6	动	2128	0	0	B_core_extra_HSK	3
之	520	HSK7-9	助	1045	0	0	B_core_extra_HSK	3
猜	521	HSK5	动	383	0	0	B_core_extra_HSK	3
于	522	HSK6	介	1712	0	0	B_core_extra_HSK	3
全部	523	HSK2	名	1121	0	0	B_core	3
行动	524	HSK2	动、名	2618	0	0	B_core	3
终于	525	HSK3	副	421	0	0	B_core	3
靠	526	HSK2	动		0	0	B_core	3
替	527	HSK4	动、介	1192	0	0	B_core	3
谈	528	HSK3	动	1527	0	0	B_core	3
头	529	HSK3	形	829	0	0	B_core	3
起	530	HSK1	动	368	0	0	B_core	3
刚	531	HSK2	副	312	0	0	B_core	3
每	532	HSK3	代、副	1002	0	0	B_core	3
赢	533	HSK3	动	756	0	0	B_core	3
就算	534	HSK6	连	676	0	0	B_core_extra_HSK	3
收到	535	HSK2		773	0	0	B_core	3
除了	536	HSK3	介	562	0	0	B_core	3
进入	537	HSK2	动	2677	0	0	B_core	3
高	538	HSK1	形	310	0	0	B_core	3
家里	539	HSK1		414	0	0	B_core	3
路	540	HSK1	名、量	624	0	0	B_core	3
内	541	HSK3	名	1295	0	0	B_core	3
伤害	542	HSK4	动	1224	0	0	B_core	3
活着	543			1365	0	0	B_core_extra_HSK	3
直到	544	HSK3	动	3877	0	0	B_core	3
