230	新	37076	HSK1
231	伙	36888	HSK4
232	与	36454	HSK4
233	向	36256	HSK2
234	变	35626	HSK2
235	手	35425	HSK1
236	每	35402	HSK3
237	识	34741	HSK1
238	安	34700	HSK2
239	马	34632	HSK1
240	本	34012	HSK1
241	世	33752	HSK3
242	兴	33633	HSK1
243	玩	33388	HSK1
244	且	32999	HSK2
245	坐	32925	HSK1
246	国	32680	HSK1
247	保	32654	HSK3
248	车	32551	HSK1
249	担	32492	HSK4
250	确	32189	HSK2
251	机	32090	HSK1
252	无	31751	HSK4
253	接	31195	HSK2
254	美	31091	HSK3
255	跑	30882	HSK1
256	界	30678	HSK3
257	算	30520	HSK2
258	续	30330	HSK3
259	受	29862	HSK2
260	系	29819	HSK1
261	够	29799	HSK2
262	继	29602	HSK3
263	底	29407	HSK3
264	动	29338	HSK1
265	谈	29319	HSK3
266	远	29236	HSK1
267	同	28866	HSK1
268	身	28739	HSK1
269	位	28485	HSK2
270	怕	28469	HSK2
271	喂	28377	HSK2
272	件	28336	HSK2
273	害	28117	HSK3
274	计	27990	HSK2
275	父	27498	HSK3
276	总	27359	HSK3
277	房	26979	HSK1
278	早	26812	HSK1
279	管	25520	HSK3
280	姐	25475	HSK1
281	决	25394	HSK3
282	肯	25018	HSK5
283	嗨	24861	
284	警	24773	HSK3
285	却	24604	HSK4
286	买	24531	HSK1
287	送	24110	HSK1
288	此	24092	HSK3
289	医	24044	HSK1
290	几	23977	HSK1
291	理	23787	HSK2
292	永	23730	HSK2
293	喝	23635	HSK1
294	至	22935	HSK3
295	失	22885	HSK3
296	笑	22882	HSK1
297	月	22864	HSK1
298	外	22379	HSK1
299	长	22228	HSK2
300	忙	22085	HSK1
301	命	22050	HSK3
302	学	22023	HSK1
303	加	21848	HSK2
304	者	21789	HSK2
305	留	21781	HSK2
306	睡	21505	HSK1
307	难	21501	HSK1
308	由	21387	HSK2
309	求	21383	HSK2
310	分	21326	HSK1
311	蛋	21290	HSK1
312	公	20929	HSK2
313	第	20890	HSK1
314	证	20745	HSK3
315	疯	20729	HSK5
316	穿	20565	HSK1
317	写	20546	HSK1
318	原	20371	HSK2
319	力	20304	HSK2
320	帝	20231	HSK6
321	清	20215	HSK2
322	搞	20147	HSK5
323	根	20033	HSK3
324	处	19862	HSK2
325	拜	19705	HSK5
326	照	19682	HSK2
327	服	19537	HSK1
328	噢	19477	
329	况	19412	HSK3
330	束	19278	HSK3
331	号	19177	HSK1
332	忘	19053	HSK1
333	停	19048	HSK2
334	站	18910	HSK1
335	抓	18470	HSK3
336	近	18322	HSK2
337	弟	18240	HSK1
338	头	18220	HSK2
339	亮	18021	HSK2
340	救	17980	HSK3
341	楚	17974	HSK2
342	察	17706	HSK3
343	愿	17536	HSK2
344	烦	17533	HSK3
345	懂	17461	HSK2
346	漂	17417	HSK2
347	托	17241	HSK5
348	三	17104	HSK1
349	试	17077	HSK1
350	特	16912	HSK2
351	麻	16811	HSK3
352	兄	16661	HSK4
353	部	16615	HSK2
354	混	16453	HSK6
355	否	16440	HSK3
356	使	16218	HSK2
357	息	16161	HSK1
358	枪	15915	HSK5
359	怪	15694	HSK3
360	弄	15644	HSK2
361	久	15628	HSK2
362	答	15515	HSK1
363	曾	15437	HSK3
364	另	15377	HSK3
365	音	15363	HSK2
366	母	15026	HSK3
367	连	15017	HSK3
368	注	14906	HSK3
369	待	14884	HSK3
370	宝	14844	HSK4
371	助	14541	HSK2
372	通	14511	HSK2
373	伤	14484	HSK3
374	持	14401	HSK3
