rank	char	score_token	score_uniform	uniq_words	cum_pct	hsk_char_level
1558	列	344	344	641	99.8541	HSK4
1559	铁	343	343	682	99.8545	HSK2
1560	萨	343	343	1571	99.8549	HSK7-9
1561	崩	342	342	144	99.8552	HSK7-9
1562	障	340	340	129	99.8556	HSK6
1563	恕	339	339	28	99.8560	HSK7-9
1564	廊	337	337	41	99.8564	HSK7-9
1565	龙	337	337	1265	99.8567	HSK3
1566	软	337	336	325	99.8571	HSK5
1567	额	336	336	183	99.8575	HSK6
1568	剑	334	334	388	99.8578	HSK6
1569	逐	334	334	122	99.8582	HSK4
1570	虫	333	332	411	99.8586	HSK4
1571	库	333	333	681	99.8589	HSK5
1572	璶	330	330	5	99.8593	
1573	幽	329	329	90	99.8597	HSK5
1574	槟	328	328	11	99.8600	
1575	胎	328	328	167	99.8604	HSK7-9
1576	摔	327	327	61	99.8607	HSK5
1577	溃	326	326	58	99.8611	HSK7-9
1578	阁	322	322	117	99.8614	HSK7-9
1579	埃	322	322	752	99.8618	
1580	唐	320	320	477	99.8622	
1581	娃	320	178	256	99.8625	HSK6
1582	池	320	320	261	99.8629	HSK5
1583	倦	318	318	53	99.8632	HSK7-9
1584	蛇	318	318	328	99.8636	HSK5
1585	桥	318	318	484	99.8639	HSK3
1586	仿	318	318	67	99.8643	HSK5
1587	策	316	316	175	99.8646	HSK6
1588	扶	315	315	114	99.8649	HSK5
1589	嘲	313	313	29	99.8653	HSK7-9
1590	狼	313	313	325	99.8656	HSK7-9
1591	漠	311	311	39	99.8660	HSK5
1592	固	311	311	146	99.8663	HSK4
1593	减	311	311	222	99.8667	HSK4
1594	粉	311	311	395	99.8670	HSK6
1595	纹	310	310	177	99.8673	HSK7-9
1596	闯	309	309	107	99.8677	HSK5
1597	鼓	307	307	252	99.8680	HSK5
1598	挣	307	307	59	99.8684	HSK5
1599	朗	306	306	693	99.8687	HSK5
1600	滑	306	306	314	99.8690	HSK5
1601	熊	304	302	378	99.8694	HSK5
1602	唤	304	304	64	99.8697	HSK7-9
1603	凡	303	303	395	99.8700	HSK6
1604	扎	301	301	413	99.8704	HSK6
1605	衬	297	297	72	99.8707	HSK3
1606	虚	296	296	219	99.8710	HSK5
1607	奸	295	295	138	99.8713	HSK7-9
1608	施	295	295	571	99.8717	HSK4
1609	跪	294	294	38	99.8720	HSK6
1610	宰	293	293	122	99.8723	HSK7-9
1611	脾	293	293	35	99.8726	HSK5
1612	尾	293	293	504	99.8729	HSK4
1613	殿	292	292	127	99.8733	HSK7-9
1614	侦	292	292	63	99.8736	HSK7-9
1615	木	291	291	946	99.8739	HSK3
1616	侮	289	289	27	99.8742	HSK7-9
1617	痕	288	288	137	99.8745	HSK7-9
1618	泪	288	288	175	99.8749	HSK4
1619	励	288	288	38	99.8752	HSK5
1620	召	288	288	158	99.8755	HSK4
1621	阱	287	287	13	99.8758	HSK7-9
1622	盟	287	287	114	99.8761	HSK6
1623	阶	287	287	159	99.8764	HSK4
1624	贼	286	286	191	99.8768	HSK7-9
1625	衫	285	285	124	99.8771	HSK3
1626	卑	284	284	75	99.8774	HSK7-9
1627	偿	284	284	108	99.8777	HSK5
1628	耻	284	284	107	99.8780	HSK7-9
1629	剪	283	283	146	99.8783	HSK5
1630	雅	283	283	949	99.8786	HSK7-9
1631	磅	282	282	76	99.8789	HSK7-9
1632	宽	281	281	163	99.8792	HSK4
1633	诱	279	279	87	99.8796	HSK7-9
1634	冬	278	278	255	99.8799	HSK2
1635	炒	278	278	95	99.8802	HSK6
1636	穦	274	274	5	99.8805	
1637	鄙	274	274	36	99.8808	HSK7-9
1638	邮	274	274	145	99.8811	HSK3
1639	洁	274	274	349	99.8814	HSK6
1640	尚	274	274	390	99.8817	HSK4
1641	鲍	273	273	279	99.8820	
1642	墓	273	273	104	99.8823	HSK6
1643	谍	272	272	50	99.8826	HSK7-9
1644	兔	270	270	131	99.8829	HSK5
1645	劝	268	262	67	99.8832	HSK5
1646	省	268	238	310	99.8835	HSK2
1647	喉	267	267	103	99.8837	HSK7-9
1648	肩	267	266	159	99.8840	HSK5
1649	购	267	267	135	99.8843	HSK4
1650	伸	266	266	140	99.8846	HSK5
1651	孙	265	265	332	99.8849	HSK4
1652	亏	265	265	82	99.8852	HSK5
1653	符	264	264	204	99.8855	HSK4
1654	绕	264	264	188	99.8858	HSK5
1655	咙	262	262	12	99.8861	HSK7-9
1656	噩	262	262	30	99.8864	
1657	苹	261	261	43	99.8867	HSK3
1658	绩	259	259	66	99.8869	HSK2
1659	芝	259	259	178	99.8872	HSK7-9
1660	刑	259	259	193	99.8875	HSK7-9
1661	绅	258	258	32	99.8878	HSK7-9
1662	宗	258	258	322	99.8881	HSK6
1663	层	258	257	329	99.8884	HSK2
1664	薪	257	257	90	99.8886	HSK6
1665	腔	257	257	464	99.8889	HSK7-9
1666	囚	256	256	75	99.8892	HSK7-9
1667	销	256	256	210	99.8895	HSK4
1668	蒙	256	256	1012	99.8898	HSK6
1669	详	255	255	56	99.8900	HSK5
1670	径	255	255	85	99.8903	HSK6
1671	潜	255	255	134	99.8906	HSK6
1672	拳	254	254	337	99.8909	HSK7-9
1673	晕	253	253	145	99.8912	HSK6
1674	拆	252	252	130	99.8914	HSK5
1675	略	252	252	215	99.8917	HSK6
1676	疾	251	251	125	99.8920	HSK6
1677	胳	250	250	15	99.8923	HSK7-9
1678	膊	250	250	28	99.8925	HSK7-9
1679	版	250	250	318	99.8928	HSK5
1680	碞	248	248	1	99.8931	
1681	扂	248	248	1	99.8934	
1682	泣	248	248	53	99.8936	HSK7-9
1683	凌	248	248	191	99.8939	HSK7-9
1684	氛	247	247	21	99.8942	HSK6
1685	慈	245	245	113	99.8944	HSK7-9
1686	胞	244	244	97	99.8947	HSK6
1687	京	243	243	341	99.8950	HSK1
1688	肃	242	242	62	99.8952	HSK5
1689	夹	242	242	174	99.8955	HSK5
1690	粹	241	241	24	99.8958	HSK7-9
1691	缘	241	241	145	99.8960	HSK6
1692	袖	240	240	78	99.8963	HSK6
1693	糊	240	238	197	99.8966	HSK5
1694	瞬	237	237	65	99.8968	HSK7-9
1695	湿	237	236	226	99.8971	HSK4
1696	忽	237	237	72	99.8974	HSK2
1697	慌	236	236	85	99.8976	HSK5
1698	妨	234	234	24	99.8979	HSK7-9
1699	盗	234	234	157	99.8981	HSK6
1700	倍	234	234	125	99.8984	HSK4
1701	偏	233	174	186	99.8986	HSK6
1702	竞	231	231	98	99.8989	HSK5
1703	伪	231	231	176	99.8991	HSK7-9
1704	祸	229	229	137	99.8994	HSK7-9
1705	骚	227	227	139	99.8997	HSK7-9
1706	遥	226	226	90	99.8999	HSK7-9
1707	宫	226	226	501	99.9001	HSK6
1708	崇	225	225	77	99.9004	HSK6
1709	琴	224	224	368	99.9006	HSK5
1710	钮	224	224	134	99.9009	
1711	勃	223	222	342	99.9011	HSK7-9
1712	涂	222	222	250	99.9014	HSK7-9
1713	亦	221	221	86	99.9016	HSK7-9
1714	巾	221	221	61	99.9019	HSK4
1715	瑟	221	221	721	99.9021	
1716	咦	220	220	1	99.9023	
1717	革	219	219	174	99.9026	HSK5
1718	缠	219	219	120	99.9028	HSK7-9
1719	懦	218	218	13	99.9031	
1720	荐	216	216	52	99.9033	HSK7-9
1721	益	216	216	183	99.9035	HSK4
1722	傅	215	215	115	99.9038	HSK5
1723	售	215	215	164	99.9040	HSK4
1724	涉	214	214	98	99.9042	HSK6
1725	迅	213	213	39	99.9045	HSK4
1726	端	213	212	316	99.9047	HSK6
1727	喽	211	211	11	99.9049	
1728	珠	211	211	353	99.9052	HSK5
1729	党	211	211	379	99.9054	HSK6
1730	舰	210	210	196	99.9056	HSK6
1731	沮	209	209	26	99.9059	HSK7-9
1732	宴	209	209	90	99.9061	HSK6
1733	讽	209	209	168	99.9063	HSK7-9
1734	赐	208	208	81	99.9066	HSK7-9
1735	愈	208	184	195	99.9068	HSK7-9
1736	琳	208	208	551	99.9070	
1737	沿	207	207	107	99.9072	HSK6
1738	齐	207	207	624	99.9075	HSK3
1739	羊	207	207	385	99.9077	HSK3
1740	肥	207	207	391	99.9079	HSK4
1741	宾	206	206	473	99.9082	HSK5
1742	蹈	205	205	56	99.9084	HSK6
1743	昏	205	205	134	99.9086	HSK6
1744	钢	204	204	290	99.9088	HSK5
1745	逗	203	203	82	99.9091	HSK7-9
1746	胃	203	203	152	99.9093	HSK5
1747	恒	202	202	114	99.9095	HSK7-9
1748	翅	200	200	80	99.9097	HSK7-9
1749	岸	200	200	169	99.9099	HSK5
1750	帕	200	200	1204	99.9102	HSK7-9
1751	膝	198	198	72	99.9104	HSK7-9
1752	赔	198	198	128	99.9106	HSK5
1753	饰	198	198	191	99.9108	HSK5
1754	弧	196	196	193	99.9110	HSK7-9
1755	瘦	196	196	138	99.9112	HSK5
1756	丰	196	196	193	99.9115	HSK3
1757	幅	196	196	117	99.9117	HSK5
1758	番	195	195	162	99.9119	HSK6
1759	粗	195	195	172	99.9121	HSK4
1760	振	193	193	223	99.9123	HSK5
1761	穷	193	193	216	99.9125	HSK4
1762	灰	193	193	348	99.9127	HSK5
1763	戚	192	192	68	99.9129	HSK7-9
1764	荡	192	188	168	99.9132	HSK7-9
1765	咐	191	191	21	99.9134	HSK7-9
1766	巫	191	191	74	99.9136	HSK7-9
1767	辑	191	191	54	99.9138	HSK5
1768	延	191	191	209	99.9140	HSK4
1769	玫	190	190	36	99.9142	HSK7-9
1770	瑰	190	190	21	99.9144	HSK7-9
1771	舔	189	189	5	99.9146	HSK7-9
1772	吩	189	189	8	99.9148	HSK7-9
1773	沟	189	189	132	99.9150	HSK5
1774	肌	188	188	104	99.9152	HSK5
1775	薄	187	187	276	99.9155	HSK4
1776	辩	186	186	116	99.9157	HSK4
1777	乏	184	184	48	99.9159	HSK5
1778	植	184	184	308	99.9161	HSK4
1779	屠	184	184	71	99.9163	HSK7-9
1780	柜	184	184	157	99.9165	HSK5
1781	蹲	183	183	37	99.9167	HSK6
1782	栋	183	183	138	99.9169	HSK7-9
1783	姿	182	182	121	99.9171	HSK7-9
1784	患	182	182	133	99.9173	HSK6
1785	拦	182	182	98	99.9175	HSK7-9
1786	陈	181	181	547	99.9177	HSK7-9
1787	扁	180	180	108	99.9179	HSK6
1788	亿	180	180	265	99.9181	HSK2
1789	甲	180	180	342	99.9183	HSK5
1790	倾	179	179	139	99.9185	HSK6
1791	奉	179	179	188	99.9187	HSK6
1792	虎	177	174	430	99.9188	HSK5
1793	宠	177	177	83	99.9190	HSK6
1794	扇	177	177	114	99.9192	HSK5
1795	账	177	177	131	99.9194	HSK6
1796	笵	175	175	4	99.9196	
1797	娱	175	175	46	99.9198	HSK6
1798	钉	175	175	176	99.9200	HSK7-9
1799	旋	175	175	141	99.9202	HSK6
1800	俊	174	174	501	99.9204	HSK7-9
1801	仁	174	174	416	99.9206	HSK7-9
1802	韩	174	174	340	99.9208	
1803	眠	173	173	98	99.9210	HSK5
1804	谷	173	173	467	99.9212	HSK6
1805	勉	172	172	53	99.9213	HSK7-9
1806	烫	172	172	62	99.9215	HSK7-9
1807	泄	172	172	81	99.9217	HSK7-9
1808	素	172	172	497	99.9219	HSK6
1809	仓	171	171	238	99.9221	HSK6
1810	腊	170	170	160	99.9223	HSK7-9
1811	砰	169	164	5	99.9225	
1812	钓	169	169	101	99.9227	HSK7-9
1813	谊	168	168	37	99.9228	HSK5
1814	衡	168	168	139	99.9230	HSK6
1815	坟	167	167	41	99.9232	HSK7-9
1816	仆	167	167	77	99.9234	HSK7-9
1817	融	167	167	138	99.9236	HSK6
1818	隧	166	166	18	99.9238	HSK7-9
1819	坞	166	166	20	99.9239	
1820	淹	166	166	39	99.9241	HSK7-9
1821	潮	166	166	237	99.9243	HSK4
1822	寸	166	166	164	99.9245	HSK4
1823	瓦	165	165	1346	99.9247	HSK7-9
1824	淋	164	161	126	99.9249	HSK7-9
1825	挤	164	164	151	99.9250	HSK5
1826	割	164	164	189	99.9252	HSK7-9
1827	逻	164	164	42	99.9254	HSK5
1828	妥	164	164	107	99.9256	HSK7-9
1829	率	164	164	288	99.9258	HSK4
1830	唇	163	163	113	99.9259	HSK7-9
1831	酪	163	163	32	99.9261	
1832	渣	163	163	106	99.9263	HSK7-9
1833	兹	163	163	1347	99.9265	HSK7-9
1834	郎	163	163	407	99.9266	HSK4
1835	癌	162	162	97	99.9268	HSK7-9
1836	庄	162	162	250	99.9270	HSK6
1837	裂	162	162	194	99.9272	HSK6
1838	柏	161	161	904	99.9274	HSK7-9
1839	挨	161	160	88	99.9275	HSK6
1840	奔	161	161	171	99.9277	HSK6
1841	滋	160	160	126	99.9279	HSK7-9
1842	箭	160	160	199	99.9281	HSK6
1843	裁	160	160	155	99.9282	HSK5
1844	眔	159	159	1	99.9284	
1845	署	159	159	131	99.9286	HSK7-9
1846	舍	159	159	298	99.9288	HSK5
1847	皆	158	158	54	99.9289	HSK7-9
1848	慕	158	158	209	99.9291	HSK7-9
1849	毙	158	158	145	99.9293	HSK7-9
1850	梅	158	158	1267	99.9295	HSK6
1851	坠	158	158	88	99.9296	HSK7-9
1852	刮	157	157	132	99.9298	HSK6
1853	抖	156	156	107	99.9300	HSK7-9
1854	抚	156	156	75	99.9301	HSK7-9
1855	械	155	155	75	99.9303	HSK6
1856	佩	155	155	638	99.9305	HSK7-9
1857	辣	155	154	250	99.9307	HSK4
1858	斓	154	154	110	99.9308	
1859	蜡	154	154	113	99.9310	HSK7-9
1860	裹	154	154	74	99.9312	HSK4
1861	钩	154	154	123	99.9313	HSK7-9
1862	季	154	154	282	99.9315	HSK4
1863	诶	153	153	1	99.9317	
1864	烛	153	153	75	99.9318	HSK7-9
1865	堵	153	153	112	99.9320	HSK4
1866	筁	152	152	11	99.9322	
1867	贾	152	152	434	99.9323	HSK7-9
1868	核	151	151	305	99.9325	HSK5
1869	抹	150	150	85	99.9327	HSK7-9
1870	扣	150	150	249	99.9328	HSK6
1871	轨	149	149	92	99.9330	HSK6
1872	癸	148	148	73	99.9332	
1873	咋	148	148	20	99.9333	
1874	畜	148	148	59	99.9335	HSK7-9
1875	浑	148	148	63	99.9337	HSK7-9
1876	君	148	148	767	99.9338	HSK7-9
1877	侣	147	147	40	99.9340	HSK7-9
1878	匹	147	147	242	99.9341	HSK5
1879	湖	147	147	509	99.9343	HSK2
1880	递	147	147	97	99.9345	HSK4
1881	溜	146	144	131	99.9346	HSK7-9
1882	唬	145	145	24	99.9348	HSK7-9
1883	拘	145	145	45	99.9349	HSK7-9
1884	逊	145	145	377	99.9351	HSK7-9
1885	巡	143	143	119	99.9353	HSK7-9
1886	毯	143	143	53	99.9354	HSK7-9
1887	睁	143	115	18	99.9356	HSK7-9
1888	弥	142	142	152	99.9357	HSK7-9
1889	污	142	142	149	99.9359	HSK5
1890	扭	142	141	130	99.9360	HSK6
1891	桶	142	142	139	99.9362	HSK7-9
1892	逛	142	108	45	99.9364	HSK4
1893	积	141	141	258	99.9365	HSK3
1894	豆	141	138	302	99.9367	HSK4
1895	闲	141	141	243	99.9368	HSK5
1896	贷	140	140	92	99.9370	HSK5
1897	肠	140	140	218	99.9371	HSK5
1898	忧	140	140	119	99.9373	HSK6
1899	哀	139	139	112	99.9374	HSK7-9
1900	蜂	139	139	145	99.9376	HSK7-9
1901	炮	139	139	348	99.9377	HSK6
1902	厦	138	138	29	99.9379	HSK7-9
1903	堕	138	138	47	99.9380	HSK7-9
1904	押	138	138	138	99.9382	HSK5
1905	宿	138	138	149	99.9383	HSK5
1906	琼	137	137	200	99.9385	
1907	酱	137	137	238	99.9386	HSK6
1908	腐	137	137	126	99.9388	HSK4
1909	舱	136	136	173	99.9389	HSK7-9
1910	豫	135	135	24	99.9391	HSK5
1911	幼	135	135	162	99.9392	HSK4
1912	喘	134	134	65	99.9394	HSK7-9
1913	弯	134	134	164	99.9395	HSK4
1914	页	133	133	138	99.9397	HSK1
1915	链	133	133	143	99.9398	HSK7-9
1916	伏	133	133	214	99.9400	HSK7-9
1917	羡	132	132	26	99.9401	HSK7-9
1918	纵	132	132	118	99.9403	HSK6
1919	咧	131	131	42	99.9404	HSK7-9
1920	谣	131	131	29	99.9406	HSK7-9
1921	谨	131	131	70	99.9407	HSK7-9
1922	御	131	131	251	99.9408	HSK7-9
1923	诡	131	131	59	99.9410	
1924	愧	131	131	45	99.9411	HSK7-9
1925	吞	131	128	144	99.9413	HSK6
1926	含	131	131	194	99.9414	HSK4
1927	淇	130	130	29	99.9416	
1928	耽	130	130	19	99.9417	HSK7-9
1929	妆	130	130	125	99.9418	HSK7-9
1930	喷	130	130	237	99.9420	HSK5
1931	勾	129	129	104	99.9421	HSK7-9
1932	漏	129	129	195	99.9423	HSK5
1933	呦	128	128	1	99.9424	
1934	蝇	128	128	148	99.9426	HSK7-9
1935	罩	128	128	91	99.9427	HSK7-9
1936	窃	127	125	97	99.9428	HSK7-9
1937	冻	127	127	200	99.9430	HSK5
1938	轴	126	126	119	99.9431	HSK7-9
1939	狮	126	126	179	99.9433	HSK7-9
1940	篇	126	126	144	99.9434	HSK2
1941	碗	126	126	122	99.9435	HSK2
1942	慎	125	125	66	99.9437	HSK7-9
1943	裸	125	121	103	99.9438	HSK7-9
1944	铃	125	125	229	99.9439	HSK5
1945	牵	125	125	123	99.9441	HSK6
1946	呗	124	124	2	99.9442	
1947	哩	124	124	260	99.9443	
1948	堪	124	124	130	99.9445	HSK7-9
1949	棍	124	124	150	99.9446	HSK7-9
1950	役	124	124	72	99.9448	HSK7-9
1951	痷	123	123	1	99.9449	
1952	葡	123	123	56	99.9450	HSK5
1953	萄	123	123	41	99.9452	HSK5
1954	芭	123	82	137	99.9453	HSK7-9
1955	矮	122	122	139	99.9454	HSK4
1956	蕾	122	122	383	99.9456	HSK7-9
1957	饱	122	122	102	99.9457	HSK2
1958	焰	121	121	81	99.9458	HSK7-9
1959	酬	121	121	55	99.9460	HSK7-9
1960	猛	121	121	231	99.9461	HSK6
1961	秨	120	120	1	99.9462	
1962	秩	119	119	18	99.9464	HSK7-9
1963	贡	119	119	139	99.9465	HSK6
1964	沾	119	119	79	99.9466	HSK7-9
1965	询	119	119	97	99.9468	HSK5
1966	培	119	119	278	99.9469	HSK4
1967	吊	119	119	231	99.9470	HSK6
1968	踏	119	119	147	99.9471	HSK6
1969	础	118	118	31	99.9473	HSK3
1970	氓	118	118	16	99.9474	HSK7-9
1971	珊	118	118	222	99.9475	
1972	妖	118	118	132	99.9477	HSK7-9
1973	轰	118	116	107	99.9478	HSK7-9
1974	沃	118	118	973	99.9479	HSK7-9
1975	焦	118	118	120	99.9481	HSK6
1976	疚	117	117	17	99.9482	
1977	汇	117	117	161	99.9483	HSK4
1978	瘾	117	117	51	99.9484	HSK7-9
1979	删	116	116	33	99.9486	HSK7-9
1980	丛	116	116	80	99.9487	HSK7-9
1981	搅	116	116	80	99.9488	HSK7-9
1982	诊	116	116	91	99.9490	HSK5
1983	霍	116	116	597	99.9491	HSK7-9
1984	翴	115	115	2	99.9492	
1985	荷	115	115	363	99.9493	HSK7-9
1986	氧	114	114	147	99.9495	HSK6
1987	贪	114	114	98	99.9496	HSK7-9
1988	跌	114	114	148	99.9497	HSK6
1989	佣	114	114	39	99.9498	HSK7-9
1990	岆	113	113	1	99.9500	
1991	吼	113	112	53	99.9501	HSK7-9
1992	芬	113	113	461	99.9502	HSK7-9
1993	陋	112	112	27	99.9503	HSK7-9
1994	挽	111	111	50	99.9504	HSK7-9
1995	笼	111	111	179	99.9506	HSK7-9
1996	凉	111	111	242	99.9507	HSK2
1997	乳	110	110	211	99.9508	HSK6
1998	卢	109	109	573	99.9509	
1999	债	109	109	171	99.9511	HSK6
2000	歇	109	106	138	99.9512	HSK5
2001	蛤	108	108	184	99.9513	
2002	薇	108	107	230	99.9514	
2003	侄	108	108	28	99.9515	
2004	岩	107	107	227	99.9516	HSK7-9
2005	龟	107	107	199	99.9518	HSK7-9
2006	圆	107	106	321	99.9519	HSK4
2007	汀	107	107	174	99.9520	
2008	艇	107	107	106	99.9521	HSK7-9
2009	乌	107	107	474	99.9522	HSK6
2010	棺	106	106	47	99.9524	HSK7-9
2011	蛛	106	106	34	99.9525	
2012	僵	106	106	36	99.9526	HSK7-9
2013	币	106	106	128	99.9527	HSK3
2014	镑	106	106	47	99.9528	HSK7-9
2015	填	106	106	144	99.9529	HSK4
2016	缩	106	106	200	99.9531	HSK4
2017	汗	106	106	168	99.9532	HSK5
2018	泥	106	106	242	99.9533	HSK6
2019	虐	105	105	74	99.9534	HSK7-9
2020	昂	105	105	250	99.9535	HSK7-9
2021	揭	105	105	76	99.9536	HSK6
2022	慨	104	104	34	99.9537	HSK7-9
2023	阅	104	104	69	99.9539	HSK4
2024	袜	104	104	73	99.9540	HSK4
2025	懒	104	104	89	99.9541	HSK6
2026	慷	103	103	15	99.9542	HSK7-9
2027	饥	103	103	54	99.9543	HSK7-9
2028	苍	103	103	68	99.9544	HSK7-9
2029	谱	103	103	105	99.9545	HSK7-9
2030	撕	103	103	62	99.9547	HSK7-9
2031	蜘	102	102	25	99.9548	
2032	缝	102	102	174	99.9549	HSK7-9
2033	册	102	102	145	99.9550	HSK5
2034	恰	102	85	130	99.9551	HSK6
2035	熬	102	102	43	99.9552	HSK7-9
2036	瞷	101	101	1	99.9553	
2037	驱	101	101	121	99.9554	HSK7-9
2038	纠	101	101	57	99.9555	HSK6
2039	舅	101	52	48	99.9557	HSK7-9
2040	扩	101	101	72	99.9558	HSK4
2041	朱	101	101	441	99.9559	HSK7-9
2042	拔	101	101	300	99.9560	HSK5
2043	芙	100	100	193	99.9561	
2044	狡	100	100	24	99.9562	HSK7-9
2045	铐	100	100	28	99.9563	
2046	刷	100	100	151	99.9564	HSK4
2047	叶	100	100	551	99.9565	HSK4
2048	稚	99	99	29	99.9566	HSK7-9
2049	呜	99	96	53	99.9568	HSK7-9
2050	杜	99	99	908	99.9569	HSK7-9
2051	贩	99	99	88	99.9570	HSK7-9
2052	悄	99	51	34	99.9571	HSK5
2053	云	98	98	785	99.9572	HSK2
2054	催	98	98	110	99.9573	HSK7-9
2055	悦	98	98	88	99.9574	HSK7-9
2056	董	98	98	86	99.9575	HSK7-9
2057	戳	97	97	16	99.9576	HSK7-9
2058	捅	97	97	10	99.9577	HSK7-9
2059	癣	97	97	119	99.9578	
2060	靴	97	97	63	99.9579	HSK7-9
2061	汁	97	97	156	99.9580	HSK3
2062	捣	96	96	62	99.9582	HSK7-9
2063	拨	96	96	177	99.9583	HSK6
2064	缉	96	96	28	99.9584	HSK7-9
2065	憎	95	95	45	99.9585	
2066	剂	95	95	315	99.9586	HSK7-9
2067	辨	94	94	143	99.9587	HSK7-9
2068	脉	94	94	160	99.9588	HSK7-9
2069	郁	93	93	124	99.9589	HSK7-9
2070	腰	93	93	172	99.9590	HSK4
2071	嗑	92	92	5	99.9591	
2072	猾	92	92	23	99.9592	HSK7-9
2073	芒	92	92	80	99.9593	HSK7-9
2074	披	92	92	90	99.9594	HSK5
2075	措	92	92	64	99.9595	HSK4
2076	渡	92	92	188	99.9596	HSK6
2077	闷	92	87	133	99.9597	HSK7-9
2078	鲨	91	91	31	99.9598	HSK7-9
2079	稽	91	91	26	99.9599	HSK7-9
2080	淡	91	90	181	99.9600	HSK4
2081	抑	91	91	45	99.9601	HSK7-9
2082	妄	90	90	60	99.9602	HSK7-9
2083	秋	90	90	491	99.9603	HSK2
2084	赎	90	90	37	99.9604	HSK7-9
2085	滴	90	89	223	99.9605	HSK6
2086	琵	89	89	75	99.9606	
2087	泽	89	89	855	99.9607	HSK7-9
2088	玉	88	88	582	99.9608	HSK4
2089	茄	88	88	94	99.9609	HSK6
2090	罐	88	88	193	99.9610	HSK7-9
2091	携	87	87	68	99.9611	HSK7-9
2092	岂	87	87	27	99.9612	HSK7-9
2093	均	87	87	102	99.9613	HSK4
2094	蕉	86	86	44	99.9614	HSK3
2095	晰	85	85	29	99.9614	HSK7-9
2096	忏	85	85	10	99.9615	
2097	鸽	85	85	75	99.9616	HSK7-9
2098	钞	85	85	35	99.9617	HSK7-9
2099	勋	85	85	183	99.9618	HSK7-9
2100	盔	85	85	22	99.9619	
2101	窝	85	85	154	99.9620	HSK7-9
2102	兜	85	78	78	99.9621	HSK7-9
2103	叭	84	84	41	99.9622	HSK7-9
2104	柯	84	84	672	99.9623	
2105	湾	84	84	250	99.9624	HSK6
2106	戮	83	83	25	99.9625	
2107	覆	83	83	105	99.9626	HSK7-9
2108	疏	83	83	61	99.9627	HSK7-9
2109	枕	82	82	82	99.9627	HSK7-9
2110	賸	81	81	2	99.9628	
2111	墅	81	81	11	99.9629	HSK7-9
2112	噪	81	81	36	99.9630	HSK7-9
2113	蝴	81	81	47	99.9631	
2114	葛	81	81	950	99.9632	
2115	穴	81	81	112	99.9633	HSK7-9
2116	尘	81	80	195	99.9634	HSK7-9
2117	孔	81	81	280	99.9635	
2118	枚	80	80	51	99.9635	HSK7-9
2119	睹	80	80	71	99.9636	HSK7-9
2120	惠	80	80	407	99.9637	HSK5
2121	摘	80	80	104	99.9638	HSK5
2122	兼	79	79	87	99.9639	HSK7-9
2123	涯	79	79	31	99.9640	HSK7-9
2124	罕	79	79	106	99.9641	HSK7-9
2125	丫	79	79	144	99.9642	HSK7-9
2126	婪	78	78	7	99.9642	HSK7-9
2127	诸	78	78	119	99.9643	HSK6
2128	添	78	78	202	99.9644	HSK6
2129	寒	77	77	198	99.9645	HSK4
2130	聋	77	77	66	99.9646	HSK7-9
2131	杆	77	77	293	99.9647	HSK6
2132	贫	77	77	118	99.9648	HSK6
2133	截	77	77	128	99.9648	HSK6
2134	疲	77	77	50	99.9649	HSK7-9
2135	蝶	76	76	121	99.9650	
2136	雕	76	76	111	99.9651	HSK7-9
2137	辉	76	76	222	99.9652	HSK6
2138	桑	76	76	653	99.9653	HSK7-9
2139	猩	76	38	21	99.9653	HSK7-9
2140	屌	75	75	2	99.9654	
2141	棘	75	75	23	99.9655	HSK7-9
2142	劣	75	75	75	99.9656	HSK7-9
2143	晒	75	75	115	99.9657	HSK4
2144	剥	75	75	76	99.9657	HSK7-9
2145	腥	74	74	39	99.9658	HSK7-9
2146	厚	74	72	213	99.9659	HSK4
2147	煎	74	74	32	99.9660	HSK7-9
2148	繁	74	74	82	99.9661	HSK5
2149	鸭	73	73	133	99.9662	HSK5
2150	诀	73	73	108	99.9662	HSK7-9
2151	姊	73	53	30	99.9663	
2152	唷	72	72	1	99.9664	
2153	喇	72	72	63	99.9665	HSK7-9
2154	屈	72	72	215	99.9666	HSK7-9
2155	逝	72	72	73	99.9666	HSK7-9
2156	礛	71	71	2	99.9667	
2157	矛	71	71	102	99.9668	HSK5
2158	篷	71	71	36	99.9669	HSK7-9
2159	缸	71	71	59	99.9669	HSK7-9
2160	悬	71	71	104	99.9670	HSK6
2161	薯	71	71	111	99.9671	HSK6
2162	畏	71	71	100	99.9672	HSK7-9
2163	夷	70	70	53	99.9673	HSK7-9
2164	庞	70	70	143	99.9673	HSK7-9
2165	丸	70	70	154	99.9674	HSK7-9
2166	悯	69	69	11	99.9675	
2167	颇	69	69	59	99.9676	HSK7-9
2168	盐	69	69	199	99.9676	HSK4
2169	哄	69	68	48	99.9677	HSK7-9
2170	敞	69	69	25	99.9678	HSK7-9
2171	乃	69	69	226	99.9679	HSK7-9
2172	祇	68	68	2	99.9679	
2173	屉	68	68	8	99.9680	HSK7-9
2174	弊	68	68	65	99.9681	HSK7-9
2175	铺	68	68	146	99.9682	HSK6
2176	伞	68	68	113	99.9682	HSK4
2177	郡	67	67	131	99.9683	
2178	刹	67	67	67	99.9684	HSK7-9
2179	暑	67	67	37	99.9685	HSK4
2180	镖	67	67	39	99.9685	
2181	杠	67	67	122	99.9686	HSK7-9
